fuel_txn_id,transaction_date_raw,registration_no,asset_no,odometer_raw,mpg_raw,source_table,source_record_id,clean_fuel_txn_key,clean_odometer,clean_mpg,alteryx_processed_at,vehicle_id,vin,clean_vehicle_key,has_review_required_exception,clean_record_status
FT-0002538,2025-02-23 06:20:00,MTT6502,10066,41640,24.83,raw.fuel_transactions_raw,FT-0002538,FT-0002538,41640.00,24.83,2026-05-29 14:00:10,VH-10066,4HV1XCH90FUY5Z81F,VH-10066,0,CLEAN
FT-0006491,2026-02-27 12:45:00,MTT6502,10066,49793,22.81,raw.fuel_transactions_raw,FT-0006491,FT-0006491,49793.00,22.81,2026-05-29 14:00:10,VH-10066,4HV1XCH90FUY5Z81F,VH-10066,0,CLEAN
FT-0005405,2024-08-26 01:20:00,MTT6502,10066,46907,1.98,raw.fuel_transactions_raw,FT-0005405,FT-0005405,46907.00,1.98,2026-05-29 14:00:10,VH-10066,4HV1XCH90FUY5Z81F,VH-10066,0,CLEAN
FT-0002724,2024-08-19 22:30:00,MTT6502,10066,41910,100.55,raw.fuel_transactions_raw,FT-0002724,FT-0002724,41910.00,100.55,2026-05-29 14:00:10,VH-10066,4HV1XCH90FUY5Z81F,VH-10066,0,CLEAN
FT-0000226,2026-01-09 22:10:00,MTT6502,10066,37838,3.1,raw.fuel_transactions_raw,FT-0000226,FT-0000226,37838.00,3.10,2026-05-29 14:00:10,VH-10066,4HV1XCH90FUY5Z81F,VH-10066,0,CLEAN
FT-0005111,2026-01-16 09:00:00,MTT6502,10066,44857,7.98,raw.fuel_transactions_raw,FT-0005111,FT-0005111,44857.00,7.98,2026-05-29 14:00:10,VH-10066,4HV1XCH90FUY5Z81F,VH-10066,0,CLEAN
FT-0006204,12/07/2025 17:30,MTT6502,10066,49226,9.05,raw.fuel_transactions_raw,FT-0006204,FT-0006204,49226.00,9.05,2026-05-29 14:00:10,VH-10066,4HV1XCH90FUY5Z81F,VH-10066,0,CLEAN
FT-0006053,2024-01-28 04:10:00,MTT6502,10066,47860,27.1,raw.fuel_transactions_raw,FT-0006053,FT-0006053,47860.00,27.10,2026-05-29 14:00:10,VH-10066,4HV1XCH90FUY5Z81F,VH-10066,0,CLEAN
FT-0005077,2025-02-15 23:05:00,MTT6502,10066,44602,41.63,raw.fuel_transactions_raw,FT-0005077,FT-0005077,44602.00,41.63,2026-05-29 14:00:10,VH-10066,4HV1XCH90FUY5Z81F,VH-10066,0,CLEAN
FT-0005339,2024-01-21 02:00:00,MTT6502,10066,46830,24.45,raw.fuel_transactions_raw,FT-0005339,FT-0005339,46830.00,24.45,2026-05-29 14:00:10,VH-10066,4HV1XCH90FUY5Z81F,VH-10066,0,CLEAN
FT-0003547,2024-06-22 00:20:00,MTT6502,10066,42655,6.11,raw.fuel_transactions_raw,FT-0003547,FT-0003547,42655.00,6.11,2026-05-29 14:00:10,VH-10066,4HV1XCH90FUY5Z81F,VH-10066,0,CLEAN
FT-0000305,2025-02-28 14:45:00,MTT6502,10066,38450,18.88,raw.fuel_transactions_raw,FT-0000305,FT-0000305,38450.00,18.88,2026-05-29 14:00:10,VH-10066,4HV1XCH90FUY5Z81F,VH-10066,0,CLEAN
FT-0003747,2026-04-05 10:30:00,MTT6502,10066,43351,4.83,raw.fuel_transactions_raw,FT-0003747,FT-0003747,43351.00,4.83,2026-05-29 14:00:10,VH-10066,4HV1XCH90FUY5Z81F,VH-10066,0,CLEAN
FT-0001206,07/08/2024 11:00,MTT6502,10066,38823,14.51,raw.fuel_transactions_raw,FT-0001206,FT-0001206,38823.00,14.51,2026-05-29 14:00:10,VH-10066,4HV1XCH90FUY5Z81F,VH-10066,0,CLEAN
FT-0001668,2025-06-16 02:05:00,MTT6502,10066,39519,18.49,raw.fuel_transactions_raw,FT-0001668,FT-0001668,39519.00,18.49,2026-05-29 14:00:10,VH-10066,4HV1XCH90FUY5Z81F,VH-10066,0,CLEAN
FT-0005483,2024-04-11 16:30:00,MTT6502,10066,46997,2.9,raw.fuel_transactions_raw,FT-0005483,FT-0005483,46997.00,2.90,2026-05-29 14:00:10,VH-10066,4HV1XCH90FUY5Z81F,VH-10066,0,CLEAN
FT-0006754,2025-12-06 03:30:00,MTT6502,10066,50201,2.24,raw.fuel_transactions_raw,FT-0006754,FT-0006754,50201.00,2.24,2026-05-29 14:00:10,VH-10066,4HV1XCH90FUY5Z81F,VH-10066,0,CLEAN
FT-0005248,04/15/2025 18:20,MTT6502,10066,46065,34.51,raw.fuel_transactions_raw,FT-0005248,FT-0005248,46065.00,34.51,2026-05-29 14:00:10,VH-10066,4HV1XCH90FUY5Z81F,VH-10066,0,CLEAN
FT-0002945,2026-02-05 17:30:00,MTT6502,10066,42328,3.37,raw.fuel_transactions_raw,FT-0002945,FT-0002945,42328.00,3.37,2026-05-29 14:00:10,VH-10066,4HV1XCH90FUY5Z81F,VH-10066,0,CLEAN
FT-0006217,2024-08-24 18:10:00,LBG0705,10343,36642,7.37,raw.fuel_transactions_raw,FT-0006217,FT-0006217,36642.00,7.37,2026-05-29 14:00:10,VH-10343,E7DVW94DW1XPCCP46,VH-10343,0,CLEAN
FT-0005168,2024-08-11 19:10:00,LBG0705,10343,34499,11.88,raw.fuel_transactions_raw,FT-0005168,FT-0005168,34499.00,11.88,2026-05-29 14:00:10,VH-10343,E7DVW94DW1XPCCP46,VH-10343,0,CLEAN
FT-0000250,2025-08-26 00:30:00,VBR0102,10343,30731,96.79,raw.fuel_transactions_raw,FT-0000250,FT-0000250,30731.00,96.79,2026-05-29 14:00:10,VH-10343,E7DVW94DW1XPCCP46,VH-10343,0,CLEAN
FT-0001347,2024-10-05 18:05:00,LBG0705,10343,32360,27.69,raw.fuel_transactions_raw,FT-0001347,FT-0001347,32360.00,27.69,2026-05-29 14:00:10,VH-10343,E7DVW94DW1XPCCP46,VH-10343,0,CLEAN
FT-0005689,2024-03-16 14:20:00,LBG0705,10343,36410,0.29,raw.fuel_transactions_raw,FT-0005689,FT-0005689,36410.00,0.29,2026-05-29 14:00:10,VH-10343,E7DVW94DW1XPCCP46,VH-10343,0,CLEAN
FT-0005687,2025-06-25 01:05:00,LBG0705,10343,36149,7.79,raw.fuel_transactions_raw,FT-0005687,FT-0005687,36149.00,7.79,2026-05-29 14:00:10,VH-10343,E7DVW94DW1XPCCP46,VH-10343,0,CLEAN
FT-0000009,2024-08-13 00:20:00,LBG0705,10343,30127,28.86,raw.fuel_transactions_raw,FT-0000009,FT-0000009,30127.00,28.86,2026-05-29 14:00:10,VH-10343,E7DVW94DW1XPCCP46,VH-10343,0,CLEAN
FT-0000925,2024-02-05 15:10:00,LBG0705,10343,31319,1.94,raw.fuel_transactions_raw,FT-0000925,FT-0000925,31319.00,1.94,2026-05-29 14:00:10,VH-10343,E7DVW94DW1XPCCP46,VH-10343,0,CLEAN
FT-0003972,2024-02-12 07:45:00,LBG0705,10343,33689,31.3,raw.fuel_transactions_raw,FT-0003972,FT-0003972,33689.00,31.30,2026-05-29 14:00:10,VH-10343,E7DVW94DW1XPCCP46,VH-10343,0,CLEAN
FT-0003296,2024-08-23 03:05:00,LBG0705,10343,33030,7.4,raw.fuel_transactions_raw,FT-0003296,FT-0003296,33030.00,7.40,2026-05-29 14:00:10,VH-10343,E7DVW94DW1XPCCP46,VH-10343,0,CLEAN
FT-0006540,2025-07-22 22:00:00,LBG0705,10343,36810,1.28,raw.fuel_transactions_raw,FT-0006540,FT-0006540,36810.00,1.28,2026-05-29 14:00:10,VH-10343,E7DVW94DW1XPCCP46,VH-10343,0,CLEAN
FT-0005601,2025-07-16 19:45:00,LBG0705,10343,35595,36.9,raw.fuel_transactions_raw,FT-0005601,FT-0005601,35595.00,36.90,2026-05-29 14:00:10,VH-10343,E7DVW94DW1XPCCP46,VH-10343,0,CLEAN
FT-0000693,2024-02-06 20:05:00,LBG0705,10343,31250,23.36,raw.fuel_transactions_raw,FT-0000693,FT-0000693,31250.00,23.36,2026-05-29 14:00:10,VH-10343,E7DVW94DW1XPCCP46,VH-10343,0,CLEAN
FT-0002137,2026-02-05 03:45:00,LBG0705,10343,31911,13.0,raw.fuel_transactions_raw,FT-0002137,FT-0002137,31911.00,13.00,2026-05-29 14:00:10,VH-10343,E7DVW94DW1XPCCP46,VH-10343,0,CLEAN
FT-0006556,2024-08-29 03:45:00,LBG0705,10343,37616,8.83,raw.fuel_transactions_raw,FT-0006556,FT-0006556,37616.00,8.83,2026-05-29 14:00:10,VH-10343,E7DVW94DW1XPCCP46,VH-10343,0,CLEAN
FT-0002036,2024-11-30 18:00:00,LBG0705,10343,33666,40.48,raw.fuel_transactions_raw,FT-0002036,FT-0002036,33666.00,40.48,2026-05-29 14:00:10,VH-10343,E7DVW94DW1XPCCP46,VH-10343,0,CLEAN
FT-0005328,2024-09-07 23:20:00,LBG0705,10343,35119,8.06,raw.fuel_transactions_raw,FT-0005328,FT-0005328,35119.00,8.06,2026-05-29 14:00:10,VH-10343,E7DVW94DW1XPCCP46,VH-10343,0,CLEAN
FT-0006147,2025-05-12 20:15:00,QWJ6840,10399,31576,13.47,raw.fuel_transactions_raw,FT-0006147,FT-0006147,31576.00,13.47,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0000097,2026-02-17 04:05:00,MMK7252,10399,22874,26.19,raw.fuel_transactions_raw,FT-0000097,FT-0000097,22874.00,26.19,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0006876,2025-09-20 00:20:00,QWJ6840,10399,33964,1.27,raw.fuel_transactions_raw,FT-0006876,FT-0006876,33964.00,1.27,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0003380,2024-11-26 04:45:00,QWJ6840,10399,25336,16.3,raw.fuel_transactions_raw,FT-0003380,FT-0003380,25336.00,16.30,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0004718,2025-10-03 23:00:00,QWJ6840,10399,26802,61.17,raw.fuel_transactions_raw,FT-0004718,FT-0004718,26802.00,61.17,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0005775,04/29/2024 14:15,QWJ6840,10399,30801,12.35,raw.fuel_transactions_raw,FT-0005775,FT-0005775,30801.00,12.35,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0005646,2026-04-27 14:20:00,QWJ6840,10399,29170,11.52,raw.fuel_transactions_raw,FT-0005646,FT-0005646,29170.00,11.52,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0007266,2025-06-03 18:45:00,QWJ6840,10399,37397,35.41,raw.fuel_transactions_raw,FT-0007266,FT-0007266,37397.00,35.41,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0006741,2024-12-19 09:15:00,QWJ6840,10399,32903,12.94,raw.fuel_transactions_raw,FT-0006741,FT-0006741,32903.00,12.94,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0003381,2024-04-17 09:15:00,QWJ6840,10399,25525,7.14,raw.fuel_transactions_raw,FT-0003381,FT-0003381,25525.00,7.14,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0003120,2024-04-16 13:10:00,QWJ6840,10399,24932,5.41,raw.fuel_transactions_raw,FT-0003120,FT-0003120,24932.00,5.41,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0004013,2026-02-13 15:45:00,QWJ6840,10399,26041,21.48,raw.fuel_transactions_raw,FT-0004013,FT-0004013,26041.00,21.48,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0004895,2024-10-31 11:10:00,QWJ6840,10399,27398,8.39,raw.fuel_transactions_raw,FT-0004895,FT-0004895,27398.00,8.39,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0001197,2024-03-26 05:10:00,QWJ6840,10399,23936,24.52,raw.fuel_transactions_raw,FT-0001197,FT-0001197,23936.00,24.52,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0006761,2024-02-02 23:30:00,QWJ6840,10399,33742,22.17,raw.fuel_transactions_raw,FT-0006761,FT-0006761,33742.00,22.17,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0007181,2024-06-19 05:15:00,QWJ6840,10399,35985,0,raw.fuel_transactions_raw,FT-0007181,FT-0007181,35985.00,0.00,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0007260,2025-02-12 01:15:00,QWJ6840,10399,36857,79.42,raw.fuel_transactions_raw,FT-0007260,FT-0007260,36857.00,79.42,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0003718,2024-08-24 15:45:00,QWJ6840,10399,25714,2.87,raw.fuel_transactions_raw,FT-0003718,FT-0003718,25714.00,2.87,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0007138,2024-01-14 02:45:00,QWJ6840,10399,35399,159.0,raw.fuel_transactions_raw,FT-0007138,FT-0007138,35399.00,159.00,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0005678,2024-05-13 02:00:00,QWJ6840,10399,30264,6.06,raw.fuel_transactions_raw,FT-0005678,FT-0005678,30264.00,6.06,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0000525,2024-05-03 11:05:00,QWJ6840,10399,23263,2.74,raw.fuel_transactions_raw,FT-0000525,FT-0000525,23263.00,2.74,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0005312,2024-03-04 16:15:00,QWJ6840,10399,28458,30.67,raw.fuel_transactions_raw,FT-0005312,FT-0005312,28458.00,30.67,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0001015,2024-03-20 11:10:00,QWJ6840,10399,"",5.17,raw.fuel_transactions_raw,FT-0001015,FT-0001015,0.00,5.17,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0002517,2025-07-03 13:10:00,QWJ6840,10399,24481,2.63,raw.fuel_transactions_raw,FT-0002517,FT-0002517,24481.00,2.63,2026-05-29 14:00:10,VH-10399,CV39S2ALDVKMPELXW,VH-10399,0,CLEAN
FT-0001358,2026-04-30 14:45:00,AAW5933,10104,30512,167.59,raw.fuel_transactions_raw,FT-0001358,FT-0001358,30512.00,167.59,2026-05-29 14:00:10,VH-10104,FX7VNP4V4ZANNC1UC,VH-10104,0,CLEAN
FT-0000119,2025-11-14 16:15:00,AAW5933,10104,28722,7.73,raw.fuel_transactions_raw,FT-0000119,FT-0000119,28722.00,7.73,2026-05-29 14:00:10,VH-10104,FX7VNP4V4ZANNC1UC,VH-10104,0,CLEAN
FT-0005532,2025-08-10 13:00:00,AAW5933,10104,33930,38.52,raw.fuel_transactions_raw,FT-0005532,FT-0005532,33930.00,38.52,2026-05-29 14:00:10,VH-10104,FX7VNP4V4ZANNC1UC,VH-10104,0,CLEAN
FT-0007974,2024-01-24 22:45:00,AAW5933,10104,34917,0.34,raw.fuel_transactions_raw,FT-0007974,FT-0007974,34917.00,0.34,2026-05-29 14:00:10,VH-10104,FX7VNP4V4ZANNC1UC,VH-10104,0,CLEAN
FT-0002043,2024-05-21 22:15:00,AAW5933,10104,30753,1.7,raw.fuel_transactions_raw,FT-0002043,FT-0002043,30753.00,1.70,2026-05-29 14:00:10,VH-10104,FX7VNP4V4ZANNC1UC,VH-10104,0,CLEAN
FT-0000705,2025-02-23 14:30:00,AAW5933,10104,29419,21.47,raw.fuel_transactions_raw,FT-0000705,FT-0000705,29419.00,21.47,2026-05-29 14:00:10,VH-10104,FX7VNP4V4ZANNC1UC,VH-10104,0,CLEAN
FT-0004141,08/21/2025 22:00,AAW5933,10104,33029,7.33,raw.fuel_transactions_raw,FT-0004141,FT-0004141,33029.00,7.33,2026-05-29 14:00:10,VH-10104,FX7VNP4V4ZANNC1UC,VH-10104,0,CLEAN
FT-0003807,2025-09-20 08:45:00,AAW5933,10104,32190,7.57,raw.fuel_transactions_raw,FT-0003807,FT-0003807,32190.00,7.57,2026-05-29 14:00:10,VH-10104,FX7VNP4V4ZANNC1UC,VH-10104,0,CLEAN
FT-0007295,2025-05-07 12:10:00,AAW5933,10104,"",1.91,raw.fuel_transactions_raw,FT-0007295,FT-0007295,0.00,1.91,2026-05-29 14:00:10,VH-10104,FX7VNP4V4ZANNC1UC,VH-10104,0,CLEAN
FT-0000214,2024-03-04 16:20:00,AAW5933,10104,28377,11.43,raw.fuel_transactions_raw,FT-0000214,FT-0000214,28377.00,11.43,2026-05-29 14:00:10,VH-10104,FX7VNP4V4ZANNC1UC,VH-10104,0,CLEAN
FT-0004275,2026-02-11 04:00:00,AAW5933,10104,33087,0.42,raw.fuel_transactions_raw,FT-0004275,FT-0004275,33087.00,0.42,2026-05-29 14:00:10,VH-10104,FX7VNP4V4ZANNC1UC,VH-10104,0,CLEAN
FT-0001262,2025-09-08 06:00:00,AAW5933,10104,30463,61.75,raw.fuel_transactions_raw,FT-0001262,FT-0001262,30463.00,61.75,2026-05-29 14:00:10,VH-10104,FX7VNP4V4ZANNC1UC,VH-10104,0,CLEAN
FT-0005806,2026-01-20 13:05:00,AAW5933,10104,34797,23.51,raw.fuel_transactions_raw,FT-0005806,FT-0005806,34797.00,23.51,2026-05-29 14:00:10,VH-10104,FX7VNP4V4ZANNC1UC,VH-10104,0,CLEAN
FT-0004821,2024-10-08 11:20:00,AAW5933,10104,33488,2.83,raw.fuel_transactions_raw,FT-0004821,FT-0004821,33488.00,2.83,2026-05-29 14:00:10,VH-10104,FX7VNP4V4ZANNC1UC,VH-10104,0,CLEAN
FT-0003050,2024-09-07 02:30:00,AAW5933,10104,31394,6.32,raw.fuel_transactions_raw,FT-0003050,FT-0003050,31394.00,6.32,2026-05-29 14:00:10,VH-10104,FX7VNP4V4ZANNC1UC,VH-10104,0,CLEAN
FT-0007195,2024-11-29 17:45:00,BAZ3691,10019,39750,12.69,raw.fuel_transactions_raw,FT-0007195,FT-0007195,39750.00,12.69,2026-05-29 14:00:10,VH-10019,F8A8YXXZEDVF2X1PR,VH-10019,0,CLEAN
FT-0003658,2024-04-09 14:20:00,BAZ3691,10019,31606,6.87,raw.fuel_transactions_raw,FT-0003658,FT-0003658,31606.00,6.87,2026-05-29 14:00:10,VH-10019,F8A8YXXZEDVF2X1PR,VH-10019,0,CLEAN
FT-0002110,2025-12-06 08:00:00,BAZ3691,10019,28479,6.64,raw.fuel_transactions_raw,FT-0002110,FT-0002110,28479.00,6.64,2026-05-29 14:00:10,VH-10019,F8A8YXXZEDVF2X1PR,VH-10019,0,CLEAN
FT-0003558,04/28/2026 07:10,BAZ3691,10019,30329,10.43,raw.fuel_transactions_raw,FT-0003558,FT-0003558,30329.00,10.43,2026-05-29 14:00:10,VH-10019,F8A8YXXZEDVF2X1PR,VH-10019,0,CLEAN
FT-0005718,2024-09-30 12:15:00,BAZ3691,10019,34721,17.95,raw.fuel_transactions_raw,FT-0005718,FT-0005718,34721.00,17.95,2026-05-29 14:00:10,VH-10019,F8A8YXXZEDVF2X1PR,VH-10019,0,CLEAN
FT-0001309,2026-04-18 17:10:00,BAZ3691,10019,27040,53.11,raw.fuel_transactions_raw,FT-0001309,FT-0001309,27040.00,53.11,2026-05-29 14:00:10,VH-10019,F8A8YXXZEDVF2X1PR,VH-10019,0,CLEAN
FT-0007388,2025-10-10 19:30:00,BAZ3691,10019,40279,5.83,raw.fuel_transactions_raw,FT-0007388,FT-0007388,40279.00,5.83,2026-05-29 14:00:10,VH-10019,F8A8YXXZEDVF2X1PR,VH-10019,0,CLEAN
FT-0003949,2025-04-12 21:30:00,BAZ3691,10019,33864,17.91,raw.fuel_transactions_raw,FT-0003949,FT-0003949,33864.00,17.91,2026-05-29 14:00:10,VH-10019,F8A8YXXZEDVF2X1PR,VH-10019,0,CLEAN
FT-0002488,2024-07-31 09:00:00,BAZ3691,10019,29328,6.39,raw.fuel_transactions_raw,FT-0002488,FT-0002488,29328.00,6.39,2026-05-29 14:00:10,VH-10019,F8A8YXXZEDVF2X1PR,VH-10019,0,CLEAN
FT-0006933,2025-11-28 09:00:00,JEV9610,10019,37903,176.48,raw.fuel_transactions_raw,FT-0006933,FT-0006933,37903.00,176.48,2026-05-29 14:00:10,VH-10019,F8A8YXXZEDVF2X1PR,VH-10019,0,CLEAN
FT-0003424,2024-09-04 10:15:00,BAZ3691,10019,29589,39.49,raw.fuel_transactions_raw,FT-0003424,FT-0003424,29589.00,39.49,2026-05-29 14:00:10,VH-10019,F8A8YXXZEDVF2X1PR,VH-10019,0,CLEAN
FT-0006176,2025-01-14 03:00:00,BAZ3691,10019,34779,2.28,raw.fuel_transactions_raw,FT-0006176,FT-0006176,34779.00,2.28,2026-05-29 14:00:10,VH-10019,F8A8YXXZEDVF2X1PR,VH-10019,0,CLEAN
FT-0006931,2025-01-09 12:45:00,BAZ3691,10019,36611,3.85,raw.fuel_transactions_raw,FT-0006931,FT-0006931,36611.00,3.85,2026-05-29 14:00:10,VH-10019,F8A8YXXZEDVF2X1PR,VH-10019,0,CLEAN
FT-0007189,2024-02-12 23:00:00,BAZ3691,10019,38631,3.88,raw.fuel_transactions_raw,FT-0007189,FT-0007189,38631.00,3.88,2026-05-29 14:00:10,VH-10019,F8A8YXXZEDVF2X1PR,VH-10019,0,CLEAN
FT-0001676,04/14/2025 01:45,BAZ3691,10019,27927,53.53,raw.fuel_transactions_raw,FT-0001676,FT-0001676,27927.00,53.53,2026-05-29 14:00:10,VH-10019,F8A8YXXZEDVF2X1PR,VH-10019,0,CLEAN
FT-0003656,2025-01-01 22:00:00,BAZ3691,10019,30427,0.45,raw.fuel_transactions_raw,FT-0003656,FT-0003656,30427.00,0.45,2026-05-29 14:00:10,VH-10019,F8A8YXXZEDVF2X1PR,VH-10019,0,CLEAN
FT-0003765,2025-06-20 11:10:00,BAZ3691,10019,32910,18.6,raw.fuel_transactions_raw,FT-0003765,FT-0003765,32910.00,18.60,2026-05-29 14:00:10,VH-10019,F8A8YXXZEDVF2X1PR,VH-10019,0,CLEAN
FT-0006499,2025-01-12 01:10:00,BAZ3691,10019,35760,25.48,raw.fuel_transactions_raw,FT-0006499,FT-0006499,35760.00,25.48,2026-05-29 14:00:10,VH-10019,F8A8YXXZEDVF2X1PR,VH-10019,0,CLEAN
FT-0000611,2024-10-10 21:00:00,BAZ3691,10019,26494,33.65,raw.fuel_transactions_raw,FT-0000611,FT-0000611,26494.00,33.65,2026-05-29 14:00:10,VH-10019,F8A8YXXZEDVF2X1PR,VH-10019,0,CLEAN
FT-0002337,2025-03-25 16:15:00,BAZ3691,10019,29206,16.68,raw.fuel_transactions_raw,FT-0002337,FT-0002337,29206.00,16.68,2026-05-29 14:00:10,VH-10019,F8A8YXXZEDVF2X1PR,VH-10019,0,CLEAN
FT-0005566,2025-10-11 01:20:00,LPP9274,10078,14327,22.69,raw.fuel_transactions_raw,FT-0005566,FT-0005566,14327.00,22.69,2026-05-29 14:00:10,VH-10078,LY8BVHHPXSFXN3RLW,VH-10078,0,CLEAN
FT-0005727,2026-02-16 23:05:00,LPP9274,10078,14623,53.43,raw.fuel_transactions_raw,FT-0005727,FT-0005727,14623.00,53.43,2026-05-29 14:00:10,VH-10078,LY8BVHHPXSFXN3RLW,VH-10078,0,CLEAN
FT-0001400,2025-09-26 14:30:00,LPP9274,10078,10284,2.9,raw.fuel_transactions_raw,FT-0001400,FT-0001400,10284.00,2.90,2026-05-29 14:00:10,VH-10078,LY8BVHHPXSFXN3RLW,VH-10078,0,CLEAN
FT-0004737,2024-05-14 13:00:00,LPP9274,10078,12203,35.94,raw.fuel_transactions_raw,FT-0004737,FT-0004737,12203.00,35.94,2026-05-29 14:00:10,VH-10078,LY8BVHHPXSFXN3RLW,VH-10078,0,CLEAN
FT-0004917,2025-06-24 09:10:00,LPP9274,10078,13723,6.35,raw.fuel_transactions_raw,FT-0004917,FT-0004917,13723.00,6.35,2026-05-29 14:00:10,VH-10078,LY8BVHHPXSFXN3RLW,VH-10078,0,CLEAN
FT-0003508,2024-09-30 03:30:00,LPP9274,10078,11944,11.2,raw.fuel_transactions_raw,FT-0003508,FT-0003508,11944.00,11.20,2026-05-29 14:00:10,VH-10078,LY8BVHHPXSFXN3RLW,VH-10078,0,CLEAN
FT-0001109,2024-04-02 08:10:00,LPP9274,10078,10039,5.17,raw.fuel_transactions_raw,FT-0001109,FT-0001109,10039.00,5.17,2026-05-29 14:00:10,VH-10078,LY8BVHHPXSFXN3RLW,VH-10078,0,CLEAN
FT-0006647,2024-09-07 11:20:00,LPP9274,10078,15641,30.54,raw.fuel_transactions_raw,FT-0006647,FT-0006647,15641.00,30.54,2026-05-29 14:00:10,VH-10078,LY8BVHHPXSFXN3RLW,VH-10078,0,CLEAN
FT-0001909,2025-10-24 13:30:00,LPP9274,10078,11348,1.05,raw.fuel_transactions_raw,FT-0001909,FT-0001909,11348.00,1.05,2026-05-29 14:00:10,VH-10078,LY8BVHHPXSFXN3RLW,VH-10078,0,CLEAN
FT-0001748,2025-07-18 12:30:00,LPP9274,10078,10451,7.53,raw.fuel_transactions_raw,FT-0001748,FT-0001748,10451.00,7.53,2026-05-29 14:00:10,VH-10078,LY8BVHHPXSFXN3RLW,VH-10078,0,CLEAN
FT-0007809,2025-04-30 22:10:00,LPP9274,10078,18035,8.64,raw.fuel_transactions_raw,FT-0007809,FT-0007809,18035.00,8.64,2026-05-29 14:00:10,VH-10078,LY8BVHHPXSFXN3RLW,VH-10078,0,CLEAN
FT-0004740,2026-02-01 06:20:00,LPP9274,10078,12931,8.41,raw.fuel_transactions_raw,FT-0004740,FT-0004740,12931.00,8.41,2026-05-29 14:00:10,VH-10078,LY8BVHHPXSFXN3RLW,VH-10078,0,CLEAN
FT-0007267,04/26/2025 23:15,LPP9274,10078,17394,2.97,raw.fuel_transactions_raw,FT-0007267,FT-0007267,17394.00,2.97,2026-05-29 14:00:10,VH-10078,LY8BVHHPXSFXN3RLW,VH-10078,0,CLEAN
FT-0001904,2025-04-10 11:05:00,LPP9274,10078,11194,24.47,raw.fuel_transactions_raw,FT-0001904,FT-0001904,11194.00,24.47,2026-05-29 14:00:10,VH-10078,LY8BVHHPXSFXN3RLW,VH-10078,0,CLEAN
FT-0007016,2024-11-30 19:30:00,LPP9274,10078,17304,35.92,raw.fuel_transactions_raw,FT-0007016,FT-0007016,17304.00,35.92,2026-05-29 14:00:10,VH-10078,LY8BVHHPXSFXN3RLW,VH-10078,0,CLEAN
FT-0003229,2026-03-24 15:20:00,LPP9274,10078,11705,43.19,raw.fuel_transactions_raw,FT-0003229,FT-0003229,11705.00,43.19,2026-05-29 14:00:10,VH-10078,LY8BVHHPXSFXN3RLW,VH-10078,0,CLEAN
FT-0006848,01/20/2026 09:30,LPP9274,10078,16172,19.04,raw.fuel_transactions_raw,FT-0006848,FT-0006848,16172.00,19.04,2026-05-29 14:00:10,VH-10078,LY8BVHHPXSFXN3RLW,VH-10078,0,CLEAN
