source_table,source_record_id,issue_type,issue_category,severity,issue_description,raw_value,suggested_action,created_at,resolution_path,review_status,assigned_to,review_notes,resolved_at,exception_title
raw.fuel_transactions_raw,FT-0003117,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99954,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0003117
raw.fuel_transactions_raw,FT-0000024,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X91454,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0000024
raw.fuel_transactions_raw,FT-0006178,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X98913,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006178
raw.fuel_transactions_raw,FT-0003801,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X90202,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0003801
raw.fuel_transactions_raw,FT-0002055,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X97315,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002055
raw.fuel_transactions_raw,FT-0000831,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X97544,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0000831
raw.fuel_transactions_raw,FT-0001576,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X95425,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001576
raw.fuel_transactions_raw,FT-0001113,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X91732,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001113
raw.fuel_transactions_raw,FT-0002874,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X92325,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002874
raw.fuel_transactions_raw,FT-0001743,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X92257,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001743
raw.fuel_transactions_raw,FT-0000960,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X94326,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0000960
raw.fuel_transactions_raw,FT-0007213,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99740,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0007213
raw.fuel_transactions_raw,FT-0000753,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X91194,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0000753
raw.fuel_transactions_raw,FT-0004347,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X91194,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0004347
raw.fuel_transactions_raw,FT-0007447,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X97809,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0007447
raw.fuel_transactions_raw,FT-0007906,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X97818,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0007906
raw.fuel_transactions_raw,FT-0003427,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X95887,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0003427
raw.fuel_transactions_raw,FT-0003543,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X95544,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0003543
raw.fuel_transactions_raw,FT-0002543,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X94519,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002543
raw.fuel_transactions_raw,FT-0003014,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X92010,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0003014
raw.fuel_transactions_raw,FT-0005408,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X97311,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005408
raw.fuel_transactions_raw,FT-0001772,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X91771,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001772
raw.fuel_transactions_raw,FT-0003676,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X92602,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0003676
raw.fuel_transactions_raw,FT-0002622,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X92512,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002622
raw.fuel_transactions_raw,FT-0006954,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X93218,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006954
raw.fuel_transactions_raw,FT-0005676,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99883,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005676
raw.fuel_transactions_raw,FT-0005133,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X90667,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005133
raw.fuel_transactions_raw,FT-0007651,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X97684,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0007651
raw.fuel_transactions_raw,FT-0002231,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X97388,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002231
raw.fuel_transactions_raw,FT-0001344,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99092,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001344
raw.fuel_transactions_raw,FT-0001341,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X90467,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001341
raw.fuel_transactions_raw,FT-0001008,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X94720,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001008
raw.fuel_transactions_raw,FT-0003840,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X93727,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0003840
raw.fuel_transactions_raw,FT-0007364,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X93727,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0007364
raw.fuel_transactions_raw,FT-0005149,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X98745,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005149
raw.fuel_transactions_raw,FT-0002776,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99410,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002776
raw.fuel_transactions_raw,FT-0006857,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X93662,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006857
raw.fuel_transactions_raw,FT-0006487,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X96743,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006487
raw.fuel_transactions_raw,FT-0006537,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X98272,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006537
raw.fuel_transactions_raw,FT-0002828,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99936,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002828
raw.fuel_transactions_raw,FT-0005891,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X93934,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005891
raw.fuel_transactions_raw,FT-0005770,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99173,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005770
raw.fuel_transactions_raw,FT-0000674,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99328,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0000674
raw.fuel_transactions_raw,FT-0004469,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X96359,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0004469
raw.fuel_transactions_raw,FT-0003611,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X90889,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0003611
raw.fuel_transactions_raw,FT-0002459,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X90360,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002459
raw.fuel_transactions_raw,FT-0000030,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X97264,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0000030
raw.fuel_transactions_raw,FT-0007259,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99171,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0007259
raw.fuel_transactions_raw,FT-0005896,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X94759,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005896
raw.fuel_transactions_raw,FT-0003768,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X96794,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0003768
raw.fuel_transactions_raw,FT-0005570,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X91786,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005570
raw.fuel_transactions_raw,FT-0000167,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99789,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0000167
raw.fuel_transactions_raw,FT-0004744,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X96415,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0004744
raw.fuel_transactions_raw,FT-0002259,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X91837,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002259
raw.fuel_transactions_raw,FT-0007695,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X93852,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0007695
raw.fuel_transactions_raw,FT-0004471,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X95260,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0004471
raw.fuel_transactions_raw,FT-0004356,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99498,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0004356
raw.fuel_transactions_raw,FT-0007368,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X93292,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0007368
raw.fuel_transactions_raw,FT-0006354,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X93076,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006354
raw.fuel_transactions_raw,FT-0007095,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99975,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0007095
raw.fuel_transactions_raw,FT-0001846,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X93914,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001846
raw.fuel_transactions_raw,FT-0001736,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X93478,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001736
raw.fuel_transactions_raw,FT-0004526,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X96890,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0004526
raw.fuel_transactions_raw,FT-0002278,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X90548,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002278
raw.fuel_transactions_raw,FT-0004326,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X98017,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0004326
raw.fuel_transactions_raw,FT-0001535,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99457,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001535
raw.fuel_transactions_raw,FT-0001477,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X93831,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001477
raw.fuel_transactions_raw,FT-0004773,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X91555,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0004773
raw.fuel_transactions_raw,FT-0001600,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X95304,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001600
raw.fuel_transactions_raw,FT-0004921,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X94639,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0004921
raw.fuel_transactions_raw,FT-0003276,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X98708,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0003276
raw.fuel_transactions_raw,FT-0005509,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X93528,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005509
raw.fuel_transactions_raw,FT-0006850,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X91721,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006850
raw.fuel_transactions_raw,FT-0000199,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X90944,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0000199
raw.fuel_transactions_raw,FT-0004575,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X91034,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0004575
raw.fuel_transactions_raw,FT-0004257,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99637,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0004257
raw.fuel_transactions_raw,FT-0002561,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X94444,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002561
raw.fuel_transactions_raw,FT-0001826,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X97443,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001826
raw.fuel_transactions_raw,FT-0007961,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X91062,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0007961
raw.fuel_transactions_raw,FT-0000090,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X94855,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0000090
raw.fuel_transactions_raw,FT-0005850,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X97099,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005850
raw.fuel_transactions_raw,FT-0007268,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X90387,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0007268
raw.fuel_transactions_raw,FT-0003396,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X96612,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0003396
