asset_no,vehicle_id,vin,registration_no,license_plate_state,make,model,model_year,vehicle_type,department_code,department_name,fleet_group,fuel_type,engine_size,transmission_type,acquisition_date,in_service_date,warranty_expiry_date,current_status,current_odometer,parent_asset_no,assigned_location_code,assigned_location_name,source_system,last_updated_date,clean_vehicle_key,source_table,source_record_id,has_review_required_exception,clean_record_status,alteryx_processed_at
10406,VH-10406,BFRRJ9Z8EX3SH6DJ9,QCU7481,WI,Nissan,NV200,2014,Van,1005,Customer Support,Heavy Duty,Dsl,3.5L,AUTO,2014-01-07,2014-02-27,09/21/2018,Retired,153681,"",IND01,Indianapolis Depot,FleetMaster,2025-10-05,VH-10406,raw.vehicle_master_raw,10406,0,CLEAN,2026-05-29 14:00:10
10383,VH-10383,DRV6U8R97UHBWLJSD,GAT5800,WI,Dodge,Ram 1500,2021,Truck,1002,Field Services,Executive,Hybrid,5.3L,AUTO,2021-05-01,2021-05-16,2024-03-18,Inactive,47366,"",CHI01,Chicago Central Garage,FleetMaster,05/27/2025,VH-10383,raw.vehicle_master_raw,10383,0,CLEAN,2026-05-29 14:00:10
10113,VH-10113,1KRUU9EVK35FGEZ6P,ZQV6350,WI,Dodge,Ram 1500,2012,Truck,1001,Operations,Pool,Dsl,2.0L,"",2012-03-10,03/20/2012,2018-02-06,Out of Service,119577,"",CHI01,Chicago Central Garage,FleetMaster,2025-09-13,VH-10113,raw.vehicle_master_raw,10113,0,CLEAN,2026-05-29 14:00:10
10418,VH-10418,RKDA7PLK5H00H0BR4,WJS6336,MI,International,MV607,2023,Heavy Truck,1003,Sales,Light Duty,Gas Hybrid,1.8L,CVT,2023-06-03,2023-06-29,2029-05-27,Out of Service,32004,"",DET01,Detroit Partner Shop,AssetHub,2025-03-15,VH-10418,raw.vehicle_master_raw,10418,0,CLEAN,2026-05-29 14:00:10
10355,VH-10355,4V7AUK1XGWRR0VW3G,MSW8083,MO,Toyota,Tacoma,2018,Truck,1007,Facilities,Service,Diesel,1.8L,Manual,2018-02-03,2018-03-03,2023-10-05,In Service,78000,"",CHI01,Chicago Central Garage,FleetMaster,2025-03-11,VH-10355,raw.vehicle_master_raw,10355,0,CLEAN,2026-05-29 14:00:10
10378,VH-10378,0RDNASAXZPFSNPRS7,XMV2538,IN,Ford,Explorer,2013,SUV,1004,Maintenance,Pool,Gas Hybrid,1.8L,AUTO,2013-06-17,2013-08-23,2018-02-03,In Service,4304,10088,CHI01,Chicago Central Garage,Fleet_Master,2025-05-29,VH-10378,raw.vehicle_master_raw,10378,0,CLEAN,2026-05-29 14:00:10
10156,VH-10156,0LW4H6T3FWMF5ZA3K,OJF7809,IN,Ford,Explorer,2016,SUV,1006,Logistics,Pool,HYBRID,2.5L,"",2016-03-13,2016-04-14,2020-11-27,Out of Service,183777,"",DET01,Detroit Partner Shop,Fleet_Master,2025-12-31,VH-10156,raw.vehicle_master_raw,10156,0,CLEAN,2026-05-29 14:00:10
10130,VH-10130,EZN1FEATFCPHMGURN,NIN1394,IN,Ford,Transit,2017,Van,1008,Executive Fleet,Light Duty,Electric,2.0L,"",2017-06-17,2017-06-29,2022-04-16,Retired,148094,"",STL01,St. Louis Fleet Center,AssetHub,2026-02-25,VH-10130,raw.vehicle_master_raw,10130,0,CLEAN,2026-05-29 14:00:10
10068,VH-10068,YCKDGY9RSS4RSUYEU,UTA7857,"",Toyota,Camry,2023,Sedan,1008,Executive Fleet,Service,Gas Hybrid,"",CVT,2023-11-26,2023-12-10,2028-04-18,Out of Service,45714,"",STL01,St. Louis Fleet Center,FleetMaster,2025-04-18,VH-10068,raw.vehicle_master_raw,10068,0,CLEAN,2026-05-29 14:00:10
10385,VH-10385,7EW29HXDH30ALLVFK,JGJ8528,IN,Ford,F-150,2020,Truck,1006,Logistics,Heavy Duty,Gas Hybrid,5.3L,CVT,2020-10-18,2020-11-13,2025-05-25,Out of Service,131361,"",STL01,St. Louis Fleet Center,AssetHub,2026-03-15,VH-10385,raw.vehicle_master_raw,10385,0,CLEAN,2026-05-29 14:00:10
10185,VH-10185,1TFMYAB6WEAU48257,MLY4243,IL,Chevrolet,Silverado,2016,Truck,1002,Field Services,Pool,GAS,"",AUTO,2016-04-17,2016-04-22,2019-04-04,Out of Service,217755,"",CHI01,Chicago Central Garage,Fleet_Master,03/21/2025,VH-10185,raw.vehicle_master_raw,10185,0,CLEAN,2026-05-29 14:00:10
10374,VH-10374,CY5X0N58UJTGUUX2G,LGX2413,IL,Ford,Transit,2020,Van,1001,Operations,Executive,Gasoline,5.3L,CVT,2020-05-28,2020-06-05,2025-01-29,Retired,118871,"",DET01,Detroit Partner Shop,FleetMaster,2025-06-19,VH-10374,raw.vehicle_master_raw,10374,0,CLEAN,2026-05-29 14:00:10
10326,VH-10326,ZZW14ED45282BCX0D,ZWO9726,"",Ford,F-150,2021,Truck,1001,Operations,Service,Unleaded,2.5L,AUTO,2021-09-05,2021-10-11,2026-10-10,Active,92031,"",CHI02,Northside Service Hub,Fleet_Master,2025-04-27,VH-10326,raw.vehicle_master_raw,10326,0,CLEAN,2026-05-29 14:00:10
10397,VH-10397,PTJ7CUK6VT67XH17R,JAM3448,IN,Toyota,Tacoma,2012,Truck,1001,Operations,Heavy Duty,Electric,3.5L,CVT,2012-06-04,2012-06-09,2016-12-14,Inactive,176690,"",STL01,St. Louis Fleet Center,Fleet_Master,2025-07-24,VH-10397,raw.vehicle_master_raw,10397,0,CLEAN,2026-05-29 14:00:10
10120,VH-10120,EVD4AD994AARF1JK4,VFZ1606,IL,Nissan,NV200,2021,Van,1006,Logistics,Executive,Diesel,3.5L,"",2021-01-27,2021-02-15,10/19/2025,Available,96131,"",STL01,St. Louis Fleet Center,AssetHub,03/21/2025,VH-10120,raw.vehicle_master_raw,10120,0,CLEAN,2026-05-29 14:00:10
10004,VH-10004,TVEPW3V8DZJ9KFAPK,KRZ0273,"",Toyota,Tacoma,2017,Truck,1001,Operations,Executive,EV,6.7L,AUTO,2017-11-25,2018-01-29,2020-07-23,Available,125291,"",CHI01,Chicago Central Garage,FleetMaster,2025-12-19,VH-10004,raw.vehicle_master_raw,10004,0,CLEAN,2026-05-29 14:00:10
10275,VH-10275,KX2HXVRUC7PB700WB,EFD7489,"",Chevrolet,Express,2014,Van,1005,Customer Support,Heavy Duty,GAS,5.3L,Automatic,2014-10-28,12/31/2014,2017-10-20,Available,187912,"",CHI01,Chicago Central Garage,FleetMaster,2025-02-22,VH-10275,raw.vehicle_master_raw,10275,0,CLEAN,2026-05-29 14:00:10
10408,VH-10408,HNCRGU5AE85H5ELBL,YYD9770,IN,Toyota,Tacoma,2018,Truck,1008,Executive Fleet,Heavy Duty,DIESEL,2.0L,CVT,2018-09-05,2018-12-01,2022-02-25,Inactive,97448,"",STL01,St. Louis Fleet Center,FleetMaster,2025-05-10,VH-10408,raw.vehicle_master_raw,10408,0,CLEAN,2026-05-29 14:00:10
10096,VH-10096,CENUUD25VC4Z9ZKGB,STH0365,IL,International,MV607,2021,Heavy Truck,1002,Field Services,Executive,EV,2.5L,AUTO,2021-07-07,2021-10-05,05/06/2026,ACTIVE,107738,"",CHI01,Chicago Central Garage,AssetHub,2026-02-07,VH-10096,raw.vehicle_master_raw,10096,0,CLEAN,2026-05-29 14:00:10
10106,VH-10106,NJ5TDTSY89JA53XH2,NSE2461,MI,Dodge,Ram 1500,2020,Truck,1008,Executive Fleet,Pool,EV,6.7L,Manual,2020-05-02,2020-07-04,2023-03-07,Out of Service,58956,"",MIL01,Milwaukee Repair Yard,Fleet_Master,2025-01-14,VH-10106,raw.vehicle_master_raw,10106,0,CLEAN,2026-05-29 14:00:10
10005,VH-10005,3FJN7LRE68WSGX4ZJ,AOP0011,MI,Toyota,Prius,2014,Sedan,1008,Executive Fleet,Light Duty,EV,3.5L,Automatic,2014-03-27,2014-05-24,2019-01-02,Inactive,145988,"",CHI02,Northside Service Hub,AssetHub,2025-06-17,VH-10005,raw.vehicle_master_raw,10005,0,CLEAN,2026-05-29 14:00:10
10291,VH-10291,7FH2GUJ6PDEMEFKX2,IGG3248,MO,Toyota,Tacoma,2021,Truck,1003,Sales,Light Duty,Electric,1.8L,AUTO,2021-02-18,2021-02-28,2026-04-09,ACTIVE,89909,"",CHI01,Chicago Central Garage,Fleet_Master,01/20/2025,VH-10291,raw.vehicle_master_raw,10291,0,CLEAN,2026-05-29 14:00:10
10300,VH-10300,WHTGDYR7YD3W7MZGF,OCK5417,IN,Nissan,NV200,2022,Van,1007,Facilities,Heavy Duty,ELECTRIC,2.0L,CVT,2022-04-05,2022-06-06,2025-11-28,ACTIVE,34010,"",CHI01,Chicago Central Garage,AssetHub,2025-02-16,VH-10300,raw.vehicle_master_raw,10300,0,CLEAN,2026-05-29 14:00:10
10412,VH-10412,PGFXCNXM7WDNAFMNN,ZJJ0884,IN,International,MV607,2023,Heavy Truck,1002,Field Services,Heavy Duty,GAS,2.5L,Manual,2023-04-18,07/10/2023,2026-03-23,In Service,56763,"",DET01,Detroit Partner Shop,Fleet_Master,2025-03-13,VH-10412,raw.vehicle_master_raw,10412,0,CLEAN,2026-05-29 14:00:10
10309,VH-10309,SE6D8FAUG22GSLK9Z,TOQ8049,"",GMC,Sierra,2025,Truck,1005,Customer Support,Light Duty,Hybrid,2.0L,AUTO,2025-04-02,2025-06-04,2028-03-09,Active,17304,"",MIL01,Milwaukee Repair Yard,AssetHub,2025-01-07,VH-10309,raw.vehicle_master_raw,10309,0,CLEAN,2026-05-29 14:00:10
10242,VH-10242,CTEJF0VY656U4SVLK,ROG2722,MO,GMC,Sierra,2025,Truck,1006,Logistics,Service,ELECTRIC,2.5L,CVT,2025-10-04,2025-10-16,2029-12-13,Active,17505,"",IND01,Indianapolis Depot,AssetHub,2025-04-21,VH-10242,raw.vehicle_master_raw,10242,0,CLEAN,2026-05-29 14:00:10
10264,VH-10264,STWZPR3D8TD28R340,IUB5476,IN,GMC,Sierra,2020,Truck,1008,Executive Fleet,Service,Hybrid,1.8L,Manual,2020-05-24,2020-06-21,2022-12-11,Active,73877,"",DET01,Detroit Partner Shop,AssetHub,2025-04-19,VH-10264,raw.vehicle_master_raw,10264,0,CLEAN,2026-05-29 14:00:10
10180,VH-10180,K6EAMAWNDLPU95XT8,HBI7561,IL,Ford,F-150,2017,Truck,1001,Operations,Service,GAS,Electric,AUTO,2017-04-11,2017-06-12,2020-10-24,Retired,114981,"",CHI01,Chicago Central Garage,Fleet_Master,2025-08-20,VH-10180,raw.vehicle_master_raw,10180,0,CLEAN,2026-05-29 14:00:10
10232,VH-10232,8U82SZTDZ7ZLLA918,HNR0845,MI,Toyota,Tacoma,2024,Truck,1007,Facilities,Pool,GAS,Electric,Manual,2024-03-15,2024-06-05,2029-08-24,Available,35690,"",CHI02,Northside Service Hub,AssetHub,2025-01-28,VH-10232,raw.vehicle_master_raw,10232,0,CLEAN,2026-05-29 14:00:10
10373,VH-10373,"",FQT4863,MI,Dodge,Ram 1500,2025,Truck,1005,Customer Support,Service,HYBRID,2.0L,Manual,2025-02-14,2025-03-29,01/23/2028,ACTIVE,21445,"",DET01,Detroit Partner Shop,FleetMaster,2026-01-11,VH-10373,raw.vehicle_master_raw,10373,0,CLEAN,2026-05-29 14:00:10
10003,VH-10003,CS73LZFX206CDA5TC,VOK7370,WI,International,MV607,2014,Heavy Truck,1006,Logistics,Service,Unleaded,5.3L,AUTO,2014-10-20,2014-11-21,2019-04-05,Retired,206014,"",MIL01,Milwaukee Repair Yard,Fleet_Master,2025-02-24,VH-10003,raw.vehicle_master_raw,10003,0,CLEAN,2026-05-29 14:00:10
10419,VH-10419,"",DTO9883,WI,Dodge,Ram 1500,2025,Truck,1002,Field Services,Light Duty,Unleaded,1.8L,AUTO,2025-04-21,2025-06-17,2030-03-09,Out of Service,19842,"",STL01,St. Louis Fleet Center,AssetHub,2025-05-08,VH-10419,raw.vehicle_master_raw,10419,0,CLEAN,2026-05-29 14:00:10
10277,VH-10277,Y9FV2B553W6AZUVA6,QMP1828,IL,Dodge,Ram 1500,2019,Truck,1004,Maintenance,Service,EV,3.5L,Automatic,2019-05-06,2019-07-13,2022-09-27,Out of Service,59974,"",CHI02,Northside Service Hub,AssetHub,2026-04-24,VH-10277,raw.vehicle_master_raw,10277,0,CLEAN,2026-05-29 14:00:10
10188,VH-10188,668E7WWA3RD88DLR0,DBW4917,WI,Honda,Civic,2015,Sedan,1005,Customer Support,Pool,Gas,"",Automatic,2015-07-01,2015-08-11,2020-04-14,ACTIVE,192775,"",IND01,Indianapolis Depot,AssetHub,2026-02-06,VH-10188,raw.vehicle_master_raw,10188,0,CLEAN,2026-05-29 14:00:10
10338,VH-10338,TT1PZ3XZTCT6BS1JD,RZY1050,"",Honda,Civic,2019,Sedan,1007,Facilities,Pool,Electric,2.5L,AUTO,2019-05-02,2019-06-26,2024-09-12,Active,139261,"",CHI02,Northside Service Hub,Fleet_Master,2026-04-24,VH-10338,raw.vehicle_master_raw,10338,0,CLEAN,2026-05-29 14:00:10
10350,VH-10350,P6R2BLXFTV48NJFEU,BNP9893,IN,Chevrolet,Silverado,2019,Truck,1002,Field Services,Executive,diesel,1.8L,Manual,2019-01-03,2019-02-14,2023-06-03,Retired,94226,"",STL01,St. Louis Fleet Center,Fleet_Master,2025-06-17,VH-10350,raw.vehicle_master_raw,10350,0,CLEAN,2026-05-29 14:00:10
10175,VH-10175,YT9JEMUFFW8SBAKVC,KDU7050,MI,International,MV607,2019,Heavy Truck,1003,Sales,Pool,diesel,2.0L,AUTO,2019-06-12,2019-08-28,2023-03-23,ACTIVE,115949,"",CHI02,Northside Service Hub,Fleet_Master,2025-10-26,VH-10175,raw.vehicle_master_raw,10175,0,CLEAN,2026-05-29 14:00:10
10329,VH-10329,HLLYASFTMS3J03593,AXN5145,MO,Toyota,Tacoma,2023,Truck,1006,Logistics,Heavy Duty,petrol,5.3L,"",2023-04-21,2023-05-28,2027-07-16,Active,60662,"",CHI02,Northside Service Hub,FleetMaster,2026-01-07,VH-10329,raw.vehicle_master_raw,10329,0,CLEAN,2026-05-29 14:00:10
10241,VH-10241,P5B9H89B97X29GKB9,IJK4151,IN,Honda,Civic,2020,Sedan,1006,Logistics,Pool,Gas Hybrid,3.5L,"",2020-08-15,2020-08-29,2024-01-07,Active,125930,"",DET01,Detroit Partner Shop,AssetHub,2025-03-22,VH-10241,raw.vehicle_master_raw,10241,0,CLEAN,2026-05-29 14:00:10
10283,VH-10283,YCWGHJGA6CW2FL8Z1,AAR2793,IL,Dodge,Ram 1500,2015,Truck,1008,Executive Fleet,Light Duty,Gas,5.3L,Manual,2015-02-10,2015-02-19,2017-09-18,Inactive,222138,"",MIL01,Milwaukee Repair Yard,AssetHub,2025-05-04,VH-10283,raw.vehicle_master_raw,10283,0,CLEAN,2026-05-29 14:00:10
10061,VH-10061,MXWR1SCSXZW95A3SD,UPO6972,IL,Freightliner,M2,2012,Heavy Truck,1006,Logistics,Heavy Duty,Hybrid,Electric,AUTO,2012-03-10,2012-05-07,2017-03-02,Active,290723,"",MIL01,Milwaukee Repair Yard,Fleet_Master,2025-05-03,VH-10061,raw.vehicle_master_raw,10061,0,CLEAN,2026-05-29 14:00:10
10390,VH-10390,ES1M8T4AXC695MS2P,EVT7030,IL,Freightliner,M2,2022,Heavy Truck,1001,Operations,Pool,diesel,2.0L,CVT,2022-10-05,2022-12-14,2027-08-03,In Service,35587,"",CHI01,Chicago Central Garage,FleetMaster,2025-10-21,VH-10390,raw.vehicle_master_raw,10390,0,CLEAN,2026-05-29 14:00:10
10281,VH-10281,3Y6KN1ELE5NUMWFFE,HLL5436,"",Toyota,Tacoma,2013,Truck,1005,Customer Support,Service,Hybrid,1.8L,AUTO,2013-04-09,2013-05-14,2017-08-04,ACTIVE,134576,"",MIL01,Milwaukee Repair Yard,FleetMaster,2025-07-25,VH-10281,raw.vehicle_master_raw,10281,0,CLEAN,2026-05-29 14:00:10
10239,VH-10239,JN1CTFWTZ667VCNM8,MLF2384,"",Chevrolet,Silverado,2019,Truck,1008,Executive Fleet,Heavy Duty,Gas,Electric,Automatic,2019-06-27,2019-09-23,2023-12-26,Retired,116915,"",IND01,Indianapolis Depot,FleetMaster,2025-02-18,VH-10239,raw.vehicle_master_raw,10239,0,CLEAN,2026-05-29 14:00:10
10159,VH-10159,NEET4HZYZHWTPXT1B,TVS3206,"",Honda,Civic,2014,Sedan,1007,Facilities,Service,ELECTRIC,"",CVT,2014-08-20,2014-09-20,2018-06-09,Available,131987,"",CHI01,Chicago Central Garage,FleetMaster,2025-01-03,VH-10159,raw.vehicle_master_raw,10159,0,CLEAN,2026-05-29 14:00:10
10167,VH-10167,0VSKGW2YJNXTUD3JC,DZB3524,"",Toyota,Tacoma,2014,Truck,1006,Logistics,Executive,Unleaded,1.8L,AUTO,2014-08-23,2014-09-16,2018-10-15,In Service,104884,"",STL01,St. Louis Fleet Center,FleetMaster,2025-03-11,VH-10167,raw.vehicle_master_raw,10167,0,CLEAN,2026-05-29 14:00:10
10243,VH-10243,H7RZY13T0376YTTJY,CDY2197,MO,Toyota,Tacoma,2023,Truck,1001,Operations,Heavy Duty,EV,5.3L,Manual,2023-12-02,2023-12-26,2029-03-22,Retired,56526,"",STL01,St. Louis Fleet Center,Fleet_Master,2025-08-29,VH-10243,raw.vehicle_master_raw,10243,0,CLEAN,2026-05-29 14:00:10
10121,VH-10121,AJPZLZPP3T3WG5AN1,TMC0788,"",Freightliner,M2,2022,Heavy Truck,1008,Executive Fleet,Heavy Duty,Electric,2.0L,Automatic,2022-07-01,2022-07-10,2025-06-28,In Service,49786,"",MIL01,Milwaukee Repair Yard,FleetMaster,2025-09-04,VH-10121,raw.vehicle_master_raw,10121,0,CLEAN,2026-05-29 14:00:10
10086,VH-10086,JKT3YF4MMP5BNAGTF,DBK6805,MI,Toyota,Tacoma,2017,Truck,1006,Logistics,Heavy Duty,Gas,2.5L,Automatic,2017-05-02,2017-06-25,2020-11-01,Inactive,185121,"",CHI01,Chicago Central Garage,FleetMaster,2026-02-27,VH-10086,raw.vehicle_master_raw,10086,0,CLEAN,2026-05-29 14:00:10
10337,VH-10337,BAR91CFUAZH37J7JV,TRL1747,"",Chevrolet,Express,2013,Van,1004,Maintenance,Pool,Gas Hybrid,2.5L,"",2013-02-28,2013-03-06,2016-07-08,Out of Service,120519,"",DET01,Detroit Partner Shop,AssetHub,2026-02-19,VH-10337,raw.vehicle_master_raw,10337,0,CLEAN,2026-05-29 14:00:10
10217,VH-10217,HJB7M1HMAGSYKWSUJ,NKD5416,IN,Dodge,Ram 1500,2023,Truck,1006,Logistics,Executive,Gas Hybrid,6.7L,AUTO,2023-05-27,2023-08-01,2028-02-03,Available,62587,"",STL01,St. Louis Fleet Center,Fleet_Master,2025-10-03,VH-10217,raw.vehicle_master_raw,10217,0,CLEAN,2026-05-29 14:00:10
10358,VH-10358,05WP3JHL1BUFX0XMD,VZC8820,"",Toyota,Camry,2019,Sedan,1004,Maintenance,Pool,GAS,Electric,Automatic,10/19/2019,2019-12-18,2023-04-15,In Service,76239,"",IND01,Indianapolis Depot,Fleet_Master,01/04/2026,VH-10358,raw.vehicle_master_raw,10358,0,CLEAN,2026-05-29 14:00:10
10222,VH-10222,DW521K0YFKT14YB84,TKX3597,"",Toyota,Tacoma,2024,Truck,1006,Logistics,Executive,Electric,Electric,"",2024-05-27,2024-08-11,2028-12-14,In Service,20111,10036,CHI01,Chicago Central Garage,FleetMaster,2025-12-19,VH-10222,raw.vehicle_master_raw,10222,0,CLEAN,2026-05-29 14:00:10
10131,VH-10131,2CSWLW0CMNU9WB7VC,WBT9563,"",GMC,Sierra,2020,Truck,1003,Sales,Executive,HYBRID,2.5L,Automatic,2020-09-22,2020-11-12,08/25/2024,Retired,86379,10018,IND01,Indianapolis Depot,AssetHub,2025-06-14,VH-10131,raw.vehicle_master_raw,10131,0,CLEAN,2026-05-29 14:00:10
10002,VH-10002,KBYG6PRE82DFASZJB,UQM5863,"",Chevrolet,Express,2018,Van,1001,Operations,Light Duty,Hybrid,2.0L,Manual,2018-08-22,2018-10-02,06/03/2022,Inactive,66869,"",IND01,Indianapolis Depot,AssetHub,2025-01-21,VH-10002,raw.vehicle_master_raw,10002,0,CLEAN,2026-05-29 14:00:10
10384,VH-10384,NXU4RGMYZGV06TUYH,SJG6326,MI,Nissan,NV200,2016,Van,1007,Facilities,Service,Gas Hybrid,6.7L,AUTO,2016-03-11,06/01/2016,2019-12-16,In Service,216581,"",IND01,Indianapolis Depot,Fleet_Master,2025-12-21,VH-10384,raw.vehicle_master_raw,10384,0,CLEAN,2026-05-29 14:00:10
10065,VH-10065,KLLZLRAWAJ7ECEPEC,RPO7917,IN,Chevrolet,Express,2020,Van,1007,Facilities,Pool,EV,2.5L,AUTO,2020-07-15,2020-09-25,2023-10-27,Inactive,70172,"",MIL01,Milwaukee Repair Yard,Fleet_Master,2025-07-21,VH-10065,raw.vehicle_master_raw,10065,0,CLEAN,2026-05-29 14:00:10
10032,VH-10032,MLP59DXCV03EZB1P5,VQY6548,IN,Chevrolet,Express,2025,Van,1006,Logistics,Pool,Electric,3.5L,AUTO,2025-01-24,2025-02-06,2030-03-05,ACTIVE,10784,"",DET01,Detroit Partner Shop,FleetMaster,2025-08-27,VH-10032,raw.vehicle_master_raw,10032,0,CLEAN,2026-05-29 14:00:10
10196,VH-10196,J0MJA5JPHH1BYHH4X,WDM5374,MI,GMC,Sierra,2019,Truck,1002,Field Services,Service,Hybrid,Electric,Automatic,2019-02-12,2019-03-11,2021-09-12,Active,96166,"",CHI01,Chicago Central Garage,Fleet_Master,2025-09-26,VH-10196,raw.vehicle_master_raw,10196,0,CLEAN,2026-05-29 14:00:10
10417,VH-10417,VCHDRR7CKGABY9AUH,LHN8465,IL,Freightliner,M2,2016,Heavy Truck,1004,Maintenance,Light Duty,Gasoline,2.5L,AUTO,11/24/2016,2017-02-14,2019-05-23,Available,157867,"",CHI01,Chicago Central Garage,Fleet_Master,2025-07-15,VH-10417,raw.vehicle_master_raw,10417,0,CLEAN,2026-05-29 14:00:10
10310,VH-10310,4P2CX0T4KAW4A9K32,GVN1075,IN,Nissan,NV200,2017,Van,1006,Logistics,Light Duty,Hybrid,Electric,"",2017-02-19,2017-05-03,2022-06-11,Inactive,141659,"",CHI02,Northside Service Hub,AssetHub,2025-11-29,VH-10310,raw.vehicle_master_raw,10310,0,CLEAN,2026-05-29 14:00:10
10080,VH-10080,PFKM02J9DD2GCNZU5,RSK8119,"",Ford,Transit,2018,Van,1007,Facilities,Heavy Duty,HYBRID,2.0L,AUTO,2018-09-10,10/10/2018,04/14/2024,Available,144088,"",DET01,Detroit Partner Shop,FleetMaster,2025-06-15,VH-10080,raw.vehicle_master_raw,10080,0,CLEAN,2026-05-29 14:00:10
10169,VH-10169,V8ZPF52XPV9LFU3GJ,KRH1494,IL,Toyota,Camry,2022,Sedan,1007,Facilities,Pool,EV,2.5L,Automatic,2022-04-09,2022-07-07,2026-02-08,Inactive,67404,"",DET01,Detroit Partner Shop,FleetMaster,2025-10-30,VH-10169,raw.vehicle_master_raw,10169,0,CLEAN,2026-05-29 14:00:10
10351,VH-10351,S7F8FF46D6LMU83G9,TZA9401,IL,International,MV607,2012,Heavy Truck,1002,Field Services,Heavy Duty,HYBRID,2.5L,Manual,2012-08-10,2012-09-15,2016-06-30,Out of Service,170858,"",STL01,St. Louis Fleet Center,FleetMaster,2025-06-28,VH-10351,raw.vehicle_master_raw,10351,0,CLEAN,2026-05-29 14:00:10
10208,VH-10208,9P1EFCN93RCC0JVXS,TES6102,"",Toyota,Camry,2017,Sedan,1002,Field Services,Executive,diesel,Electric,AUTO,2017-09-08,2017-10-31,2022-09-17,Available,105097,"",STL01,St. Louis Fleet Center,AssetHub,2025-12-06,VH-10208,raw.vehicle_master_raw,10208,0,CLEAN,2026-05-29 14:00:10
10099,VH-10099,27PKE5U3UR3Z2NF0N,UNF9112,IN,Toyota,Prius,2013,Sedan,1008,Executive Fleet,Light Duty,Gasoline,3.5L,Automatic,2013-12-22,2014-02-24,2016-09-13,Out of Service,264658,"",CHI01,Chicago Central Garage,FleetMaster,2025-11-04,VH-10099,raw.vehicle_master_raw,10099,0,CLEAN,2026-05-29 14:00:10
10058,VH-10058,FVHRT3HED3A1W97Y1,NTW1008,WI,Chevrolet,Express,2018,Van,1007,Facilities,Executive,HYBRID,2.0L,CVT,2018-11-26,2018-12-25,2023-09-29,Available,139469,"",CHI01,Chicago Central Garage,FleetMaster,2025-04-11,VH-10058,raw.vehicle_master_raw,10058,0,CLEAN,2026-05-29 14:00:10
10077,VH-10077,422MDMHDF0FF5K1DK,DKC1754,MO,Ford,Transit,2015,Van,1001,Operations,Light Duty,Hybrid,2.0L,"",2015-02-23,2015-04-23,08/24/2020,In Service,239508,10004,DET01,Detroit Partner Shop,FleetMaster,2025-09-26,VH-10077,raw.vehicle_master_raw,10077,0,CLEAN,2026-05-29 14:00:10
10276,VH-10276,6108AS0VFS6R3E718,IMQ8703,MO,Honda,Civic,2018,Sedan,1007,Facilities,Pool,Hybrid,3.5L,Automatic,2018-01-28,2018-02-19,2023-05-20,Available,162252,"",DET01,Detroit Partner Shop,FleetMaster,2025-12-17,VH-10276,raw.vehicle_master_raw,10276,0,CLEAN,2026-05-29 14:00:10
10212,VH-10212,GL27Z9HHNHKGZC265,FZQ7173,WI,Ford,Transit,2025,Van,1008,Executive Fleet,Heavy Duty,Electric,2.5L,"",2025-08-02,2025-08-14,2030-06-28,ACTIVE,11354,"",DET01,Detroit Partner Shop,Fleet_Master,2025-05-22,VH-10212,raw.vehicle_master_raw,10212,0,CLEAN,2026-05-29 14:00:10
10153,VH-10153,GXLKZYM1YAGAA7WYE,MHT0800,IN,Chevrolet,Express,2014,Van,1001,Operations,Light Duty,HYBRID,2.0L,AUTO,10/10/2014,2014-10-17,2018-05-08,Inactive,182297,"",DET01,Detroit Partner Shop,FleetMaster,2026-04-21,VH-10153,raw.vehicle_master_raw,10153,0,CLEAN,2026-05-29 14:00:10
10177,VH-10177,UZ57219ES9D02VB30,DET6084,MI,Chevrolet,Silverado,2016,Truck,1005,Customer Support,Heavy Duty,Gas Hybrid,1.8L,"",2016-02-24,2016-04-19,2022-01-08,ACTIVE,207221,"",MIL01,Milwaukee Repair Yard,Fleet_Master,2026-04-01,VH-10177,raw.vehicle_master_raw,10177,0,CLEAN,2026-05-29 14:00:10
10001,VH-10001,JJNBTWN2VR35Z3ZXM,HYZ2582,IL,Chevrolet,Silverado,2023,Truck,1004,Maintenance,Service,HYBRID,2.5L,CVT,2023-02-14,2023-03-28,2027-03-22,ACTIVE,33888,"",CHI01,Chicago Central Garage,FleetMaster,2026-02-16,VH-10001,raw.vehicle_master_raw,10001,0,CLEAN,2026-05-29 14:00:10
10203,VH-10203,6BAWRST3W9258YMZS,PSW0622,IL,Chevrolet,Silverado,2013,Truck,1001,Operations,Light Duty,Gas Hybrid,5.3L,Automatic,12/16/2013,2014-01-04,2016-10-09,Out of Service,149430,"",DET01,Detroit Partner Shop,Fleet_Master,2025-08-14,VH-10203,raw.vehicle_master_raw,10203,0,CLEAN,2026-05-29 14:00:10
10333,VH-10333,ENPBNAB1YNDVDF5DP,JIW8343,WI,Honda,Civic,2023,Sedan,1005,Customer Support,Pool,GAS,6.7L,Manual,2023-04-02,2023-06-20,2027-09-25,Available,36114,"",STL01,St. Louis Fleet Center,Fleet_Master,2025-04-02,VH-10333,raw.vehicle_master_raw,10333,0,CLEAN,2026-05-29 14:00:10
