assessment_id,assessment_date_raw,vehicle_id,registration_no,mileage_raw,odometer_reading_raw,last_service_date_raw,source_table,source_record_id,clean_assessment_key,clean_mileage,clean_odometer_reading,alteryx_processed_at,vin,clean_vehicle_key,has_review_required_exception,clean_record_status
CA-000923,2024-01-12,VH-10007,IGU3639,34443,56235,2023-02-26,raw.fleet_condition_assessment_raw,CA-000923,CA-000923,34443,56235,2026-05-29 14:00:10,ZMPG85W6N2DY8674G,VH-10007,0,CLEAN
CA-000593,2024-10-16,VH-10007,HZS8306,38505,38411,2024-05-06,raw.fleet_condition_assessment_raw,CA-000593,CA-000593,38505,38411,2026-05-29 14:00:10,ZMPG85W6N2DY8674G,VH-10007,0,CLEAN
CA-000705,02/14/2025,VH-10007,IGU3639,29875,29697,2024-10-25,raw.fleet_condition_assessment_raw,CA-000705,CA-000705,29875,29697,2026-05-29 14:00:10,ZMPG85W6N2DY8674G,VH-10007,0,CLEAN
CA-001281,02/12/2026,VH-10002,UQM5863,67673,67968,2025-11-22,raw.fleet_condition_assessment_raw,CA-001281,CA-001281,67673,67968,2026-05-29 14:00:10,KBYG6PRE82DFASZJB,VH-10002,0,CLEAN
CA-001352,2025-11-07,VH-10002,AXE3566,62953,62839,2025-08-23,raw.fleet_condition_assessment_raw,CA-001352,CA-001352,62953,62839,2026-05-29 14:00:10,KBYG6PRE82DFASZJB,VH-10002,0,CLEAN
CA-000320,2025-05-24,VH-10002,QCH8784,68203,81682,2024-08-07,raw.fleet_condition_assessment_raw,CA-000320,CA-000320,68203,81682,2026-05-29 14:00:10,KBYG6PRE82DFASZJB,VH-10002,0,CLEAN
CA-000780,2024-08-09,VH-10002,UQM5863,69524,69803,2024-07-08,raw.fleet_condition_assessment_raw,CA-000780,CA-000780,69524,69803,2026-05-29 14:00:10,KBYG6PRE82DFASZJB,VH-10002,0,CLEAN
CA-000735,2024-05-20,VH-10002,UQM5863,62520,68835,2023-04-16,raw.fleet_condition_assessment_raw,CA-000735,CA-000735,62520,68835,2026-05-29 14:00:10,KBYG6PRE82DFASZJB,VH-10002,0,CLEAN
CA-000707,2025-10-08,VH-10002,UQM5863,64033,75667,2025-06-04,raw.fleet_condition_assessment_raw,CA-000707,CA-000707,64033,75667,2026-05-29 14:00:10,KBYG6PRE82DFASZJB,VH-10002,0,CLEAN
CA-000704,11/30/2025,VH-10002,UQM5863,67816,67866,2025-09-28,raw.fleet_condition_assessment_raw,CA-000704,CA-000704,67816,67866,2026-05-29 14:00:10,KBYG6PRE82DFASZJB,VH-10002,0,CLEAN
CA-000965,2024-11-07,VH-10012,CUE3923,112824,119278,2024-01-24,raw.fleet_condition_assessment_raw,CA-000965,CA-000965,112824,119278,2026-05-29 14:00:10,78WP70UMHCSBKCK56,VH-10012,0,CLEAN
CA-000313,2024-09-09,VH-10012,CUE3923,108609,115414,2024-09-03,raw.fleet_condition_assessment_raw,CA-000313,CA-000313,108609,115414,2026-05-29 14:00:10,78WP70UMHCSBKCK56,VH-10012,0,CLEAN
CA-000597,2024-07-05,VH-10012,CUE3923,110377,121160,2024-03-08,raw.fleet_condition_assessment_raw,CA-000597,CA-000597,110377,121160,2026-05-29 14:00:10,78WP70UMHCSBKCK56,VH-10012,0,CLEAN
CA-000736,2024-03-14,VH-10012,XVP9369,110039,127921,2023-10-20,raw.fleet_condition_assessment_raw,CA-000736,CA-000736,110039,127921,2026-05-29 14:00:10,78WP70UMHCSBKCK56,VH-10012,0,CLEAN
CA-000113,06/13/2024,VH-10120,VFZ1606,91475,91312,2024-05-14,raw.fleet_condition_assessment_raw,CA-000113,CA-000113,91475,91312,2026-05-29 14:00:10,EVD4AD994AARF1JK4,VH-10120,0,CLEAN
CA-000424,2024-08-02,VH-10120,VFZ1606,93643,93481,2023-11-19,raw.fleet_condition_assessment_raw,CA-000424,CA-000424,93643,93481,2026-05-29 14:00:10,EVD4AD994AARF1JK4,VH-10120,0,CLEAN
CA-001435,2024-07-01,VH-10120,VFZ1606,91745,108512,2024-02-11,raw.fleet_condition_assessment_raw,CA-001435,CA-001435,91745,108512,2026-05-29 14:00:10,EVD4AD994AARF1JK4,VH-10120,0,CLEAN
CA-001476,2024-01-15,VH-10367,UAX5014,44854,44556,2023-11-21,raw.fleet_condition_assessment_raw,CA-001476,CA-001476,44854,44556,2026-05-29 14:00:10,UNJPCM4NJLVHFUXLM,VH-10367,0,CLEAN
CA-001078,2024-10-03,VH-10331,BPG0055,154156,168294,2024-01-27,raw.fleet_condition_assessment_raw,CA-001078,CA-001078,154156,168294,2026-05-29 14:00:10,F8FU3R6H43AMAXVFW,VH-10331,0,CLEAN
CA-000193,2025-02-03,VH-10331,BPG0055,154720,170627,2025-01-24,raw.fleet_condition_assessment_raw,CA-000193,CA-000193,154720,170627,2026-05-29 14:00:10,F8FU3R6H43AMAXVFW,VH-10331,0,CLEAN
CA-000378,2025-06-10,VH-10331,BPG0055,156362,177338,2024-11-28,raw.fleet_condition_assessment_raw,CA-000378,CA-000378,156362,177338,2026-05-29 14:00:10,F8FU3R6H43AMAXVFW,VH-10331,0,CLEAN
CA-001276,2025-11-16,VH-10331,BPG0055,159025,159188,2025-04-18,raw.fleet_condition_assessment_raw,CA-001276,CA-001276,159025,159188,2026-05-29 14:00:10,F8FU3R6H43AMAXVFW,VH-10331,0,CLEAN
CA-000237,2026-04-18,VH-10331,BPG0055,150870,150706,2025-09-18,raw.fleet_condition_assessment_raw,CA-000237,CA-000237,150870,150706,2026-05-29 14:00:10,F8FU3R6H43AMAXVFW,VH-10331,0,CLEAN
CA-000524,2024-05-02,VH-10127,AOH6816,13987,21090,2023-08-19,raw.fleet_condition_assessment_raw,CA-000524,CA-000524,13987,21090,2026-05-29 14:00:10,972CNFSC340NG5V3U,VH-10127,0,CLEAN
CA-000129,2026-02-14,VH-10344,ESR8585,222962,222795,2025-10-11,raw.fleet_condition_assessment_raw,CA-000129,CA-000129,222962,222795,2026-05-29 14:00:10,04BJC320UB43L0UA8,VH-10344,0,CLEAN
CA-000817,2025-11-15,VH-10344,ESR8585,221640,229781,03/23/2025,raw.fleet_condition_assessment_raw,CA-000817,CA-000817,221640,229781,2026-05-29 14:00:10,04BJC320UB43L0UA8,VH-10344,0,CLEAN
CA-000415,2025-05-12,VH-10344,ALH6985,224445,248564,2024-05-28,raw.fleet_condition_assessment_raw,CA-000415,CA-000415,224445,248564,2026-05-29 14:00:10,04BJC320UB43L0UA8,VH-10344,0,CLEAN
CA-000421,2024-01-05,VH-10146,XVD6509,42083,63192,2023-05-05,raw.fleet_condition_assessment_raw,CA-000421,CA-000421,42083,63192,2026-05-29 14:00:10,ZMD84JCXWSZVHAWT4,VH-10146,0,CLEAN
CA-000751,2024-01-25,VH-10146,SXJ2374,33040,56630,2023-08-03,raw.fleet_condition_assessment_raw,CA-000751,CA-000751,33040,56630,2026-05-29 14:00:10,ZMD84JCXWSZVHAWT4,VH-10146,0,CLEAN
CA-001017,2025-11-23,VH-10146,SXJ2374,37105,60411,2025-02-24,raw.fleet_condition_assessment_raw,CA-001017,CA-001017,37105,60411,2026-05-29 14:00:10,ZMD84JCXWSZVHAWT4,VH-10146,0,CLEAN
CA-000864,2025-05-25,VH-10146,SXJ2374,38079,38264,2024-07-14,raw.fleet_condition_assessment_raw,CA-000864,CA-000864,38079,38264,2026-05-29 14:00:10,ZMD84JCXWSZVHAWT4,VH-10146,0,CLEAN
CA-000678,2026-04-19,VH-10246,EJS4566,17378,17168,2026-02-13,raw.fleet_condition_assessment_raw,CA-000678,CA-000678,17378,17168,2026-05-29 14:00:10,A7H2KMA0P68Z9XL64,VH-10246,0,CLEAN
CA-000427,2025-07-29,VH-10246,VMB5490,21442,21360,2025-03-17,raw.fleet_condition_assessment_raw,CA-000427,CA-000427,21442,21360,2026-05-29 14:00:10,A7H2KMA0P68Z9XL64,VH-10246,0,CLEAN
CA-000408,2024-12-22,VH-10027,MYZ1532,285662,300296,2024-10-17,raw.fleet_condition_assessment_raw,CA-000408,CA-000408,285662,300296,2026-05-29 14:00:10,GYX0L8L8W37YHVEP1,VH-10027,0,CLEAN
CA-000350,2024-08-27,VH-10027,MYZ1532,287975,295758,2024-01-09,raw.fleet_condition_assessment_raw,CA-000350,CA-000350,287975,295758,2026-05-29 14:00:10,GYX0L8L8W37YHVEP1,VH-10027,0,CLEAN
CA-000440,2025-12-07,VH-10027,MYZ1532,282684,297093,2025-11-29,raw.fleet_condition_assessment_raw,CA-000440,CA-000440,282684,297093,2026-05-29 14:00:10,GYX0L8L8W37YHVEP1,VH-10027,0,CLEAN
CA-000348,12/01/2025,VH-10027,MYZ1532,280739,280466,2025-03-12,raw.fleet_condition_assessment_raw,CA-000348,CA-000348,280739,280466,2026-05-29 14:00:10,GYX0L8L8W37YHVEP1,VH-10027,0,CLEAN
CA-000368,2024-02-10,VH-10001,HYZ2582,37229,43783,12/17/2022,raw.fleet_condition_assessment_raw,CA-000368,CA-000368,37229,43783,2026-05-29 14:00:10,JJNBTWN2VR35Z3ZXM,VH-10001,0,CLEAN
CA-001302,2025-06-07,VH-10001,HYZ2582,36226,60125,2025-01-11,raw.fleet_condition_assessment_raw,CA-001302,CA-001302,36226,60125,2026-05-29 14:00:10,JJNBTWN2VR35Z3ZXM,VH-10001,0,CLEAN
CA-000762,2025-02-27,VH-10001,HYZ2582,29518,37727,09/25/2024,raw.fleet_condition_assessment_raw,CA-000762,CA-000762,29518,37727,2026-05-29 14:00:10,JJNBTWN2VR35Z3ZXM,VH-10001,0,CLEAN
CA-000775,02/22/2024,VH-10001,HYZ2582,33268,33460,2023-07-17,raw.fleet_condition_assessment_raw,CA-000775,CA-000775,33268,33460,2026-05-29 14:00:10,JJNBTWN2VR35Z3ZXM,VH-10001,0,CLEAN
CA-000338,2024-04-30,VH-10360,FPN8559,62377,62422,2023-10-16,raw.fleet_condition_assessment_raw,CA-000338,CA-000338,62377,62422,2026-05-29 14:00:10,SXFGPEUNJ18WVLB9L,VH-10360,0,CLEAN
CA-001103,2024-04-26,VH-10177,DET6084,208722,208484,03/30/2023,raw.fleet_condition_assessment_raw,CA-001103,CA-001103,208722,208484,2026-05-29 14:00:10,UZ57219ES9D02VB30,VH-10177,0,CLEAN
CA-000148,2026-02-20,VH-10177,DET6084,207818,227306,2025-01-12,raw.fleet_condition_assessment_raw,CA-000148,CA-000148,207818,227306,2026-05-29 14:00:10,UZ57219ES9D02VB30,VH-10177,0,CLEAN
CA-000631,2025-12-02,VH-10177,DET6084,202350,222971,2024-10-26,raw.fleet_condition_assessment_raw,CA-000631,CA-000631,202350,222971,2026-05-29 14:00:10,UZ57219ES9D02VB30,VH-10177,0,CLEAN
CA-001332,2025-12-15,VH-10275,EFD7489,185464,201694,2025-09-04,raw.fleet_condition_assessment_raw,CA-001332,CA-001332,185464,201694,2026-05-29 14:00:10,KX2HXVRUC7PB700WB,VH-10275,0,CLEAN
CA-000982,2025-06-29,VH-10275,EFD7489,192145,206885,2024-05-24,raw.fleet_condition_assessment_raw,CA-000982,CA-000982,192145,206885,2026-05-29 14:00:10,KX2HXVRUC7PB700WB,VH-10275,0,CLEAN
CA-001349,2025-05-27,VH-10275,EFD7489,185491,185289,2025-05-08,raw.fleet_condition_assessment_raw,CA-001349,CA-001349,185491,185289,2026-05-29 14:00:10,KX2HXVRUC7PB700WB,VH-10275,0,CLEAN
CA-000027,11/12/2025,VH-10161,DQI5787,88176,88357,2025-07-30,raw.fleet_condition_assessment_raw,CA-000027,CA-000027,88176,88357,2026-05-29 14:00:10,PSSNB9LX40168TGFN,VH-10161,0,CLEAN
CA-000893,2024-11-28,VH-10161,DQI5787,83927,83961,2024-07-08,raw.fleet_condition_assessment_raw,CA-000893,CA-000893,83927,83961,2026-05-29 14:00:10,PSSNB9LX40168TGFN,VH-10161,0,CLEAN
CA-001308,2024-03-30,VH-10161,DQI5787,84821,102590,2023-10-09,raw.fleet_condition_assessment_raw,CA-001308,CA-001308,84821,102590,2026-05-29 14:00:10,PSSNB9LX40168TGFN,VH-10161,0,CLEAN
CA-000814,2024-01-09,VH-10161,DQI5787,87869,87862,2023-06-12,raw.fleet_condition_assessment_raw,CA-000814,CA-000814,87869,87862,2026-05-29 14:00:10,PSSNB9LX40168TGFN,VH-10161,0,CLEAN
CA-000407,2024-11-19,VH-10161,DQI5787,82117,81854,2024-05-02,raw.fleet_condition_assessment_raw,CA-000407,CA-000407,82117,81854,2026-05-29 14:00:10,PSSNB9LX40168TGFN,VH-10161,0,CLEAN
CA-000134,05/16/2025,VH-10161,DQI5787,80348,80321,2024-04-27,raw.fleet_condition_assessment_raw,CA-000134,CA-000134,80348,80321,2026-05-29 14:00:10,PSSNB9LX40168TGFN,VH-10161,0,CLEAN
CA-001324,2025-11-07,VH-10161,DQI5787,81049,106003,2025-04-09,raw.fleet_condition_assessment_raw,CA-001324,CA-001324,81049,106003,2026-05-29 14:00:10,PSSNB9LX40168TGFN,VH-10161,0,CLEAN
CA-001344,2024-05-07,VH-10255,PJY5688,14933,38505,2023-07-10,raw.fleet_condition_assessment_raw,CA-001344,CA-001344,14933,38505,2026-05-29 14:00:10,BUBHY7FA64408BHWP,VH-10255,0,CLEAN
CA-000972,2025-07-30,VH-10255,PJY5688,10923,10940,2025-02-25,raw.fleet_condition_assessment_raw,CA-000972,CA-000972,10923,10940,2026-05-29 14:00:10,BUBHY7FA64408BHWP,VH-10255,0,CLEAN
CA-000656,2025-01-07,VH-10292,LSI2474,137199,156473,2024-12-11,raw.fleet_condition_assessment_raw,CA-000656,CA-000656,137199,156473,2026-05-29 14:00:10,FCXCELR3ZCMAWLGGT,VH-10292,0,CLEAN
CA-000126,2024-02-12,VH-10304,NJT5668,175312,181670,2023-06-20,raw.fleet_condition_assessment_raw,CA-000126,CA-000126,175312,181670,2026-05-29 14:00:10,DGMHPMY61JK5U9NR5,VH-10304,0,CLEAN
CA-000428,2024-08-30,VH-10304,NJT5668,172223,172021,2024-08-02,raw.fleet_condition_assessment_raw,CA-000428,CA-000428,172223,172021,2026-05-29 14:00:10,DGMHPMY61JK5U9NR5,VH-10304,0,CLEAN
CA-000411,2025-01-05,VH-10304,ESG0015,173086,189428,2024-03-30,raw.fleet_condition_assessment_raw,CA-000411,CA-000411,173086,189428,2026-05-29 14:00:10,DGMHPMY61JK5U9NR5,VH-10304,0,CLEAN
CA-000084,2025-03-11,VH-10167,DZB3524,102676,125276,2024-02-17,raw.fleet_condition_assessment_raw,CA-000084,CA-000084,102676,125276,2026-05-29 14:00:10,0VSKGW2YJNXTUD3JC,VH-10167,0,CLEAN
CA-000603,2024-08-19,VH-10167,DZB3524,107997,108007,2024-07-16,raw.fleet_condition_assessment_raw,CA-000603,CA-000603,107997,108007,2026-05-29 14:00:10,0VSKGW2YJNXTUD3JC,VH-10167,0,CLEAN
CA-000251,2025-01-25,VH-10167,DZB3524,103634,109525,2024-10-21,raw.fleet_condition_assessment_raw,CA-000251,CA-000251,103634,109525,2026-05-29 14:00:10,0VSKGW2YJNXTUD3JC,VH-10167,0,CLEAN
CA-000527,2024-04-16,VH-10167,DZB3524,105060,127953,2023-04-01,raw.fleet_condition_assessment_raw,CA-000527,CA-000527,105060,127953,2026-05-29 14:00:10,0VSKGW2YJNXTUD3JC,VH-10167,0,CLEAN
CA-001255,2025-09-10,VH-10167,DZB3524,102506,112876,2025-07-16,raw.fleet_condition_assessment_raw,CA-001255,CA-001255,102506,112876,2026-05-29 14:00:10,0VSKGW2YJNXTUD3JC,VH-10167,0,CLEAN
CA-000288,02/13/2026,VH-10167,DZB3524,108178,107926,2025-10-03,raw.fleet_condition_assessment_raw,CA-000288,CA-000288,108178,107926,2026-05-29 14:00:10,0VSKGW2YJNXTUD3JC,VH-10167,0,CLEAN
CA-000499,2024-11-22,VH-10130,NIN1394,144888,144594,2024-04-29,raw.fleet_condition_assessment_raw,CA-000499,CA-000499,144888,144594,2026-05-29 14:00:10,EZN1FEATFCPHMGURN,VH-10130,0,CLEAN
CA-000283,2024-07-27,VH-10130,NIN1394,149236,171995,2024-06-11,raw.fleet_condition_assessment_raw,CA-000283,CA-000283,149236,171995,2026-05-29 14:00:10,EZN1FEATFCPHMGURN,VH-10130,0,CLEAN
CA-000382,2025-12-31,VH-10096,STH0365,105408,105425,2025-07-22,raw.fleet_condition_assessment_raw,CA-000382,CA-000382,105408,105425,2026-05-29 14:00:10,CENUUD25VC4Z9ZKGB,VH-10096,0,CLEAN
CA-000885,2024-08-09,VH-10096,STH0365,103065,120342,2024-04-20,raw.fleet_condition_assessment_raw,CA-000885,CA-000885,103065,120342,2026-05-29 14:00:10,CENUUD25VC4Z9ZKGB,VH-10096,0,CLEAN
CA-001216,2025-05-26,VH-10061,UPO6972,287180,297416,06/29/2024,raw.fleet_condition_assessment_raw,CA-001216,CA-001216,287180,297416,2026-05-29 14:00:10,MXWR1SCSXZW95A3SD,VH-10061,0,CLEAN
CA-000012,2025-12-02,VH-10061,UPO6972,288201,287933,2025-02-11,raw.fleet_condition_assessment_raw,CA-000012,CA-000012,288201,287933,2026-05-29 14:00:10,MXWR1SCSXZW95A3SD,VH-10061,0,CLEAN
CA-000574,2025-02-16,VH-10061,UPO6972,290792,299546,2024-05-13,raw.fleet_condition_assessment_raw,CA-000574,CA-000574,290792,299546,2026-05-29 14:00:10,MXWR1SCSXZW95A3SD,VH-10061,0,CLEAN
CA-000895,2026-01-20,VH-10382,LBQ5945,84785,101584,2025-03-11,raw.fleet_condition_assessment_raw,CA-000895,CA-000895,84785,101584,2026-05-29 14:00:10,577095DNED39EJYMD,VH-10382,0,CLEAN
CA-001461,2025-01-19,VH-10382,LBQ5945,78372,87672,2024-05-31,raw.fleet_condition_assessment_raw,CA-001461,CA-001461,78372,87672,2026-05-29 14:00:10,577095DNED39EJYMD,VH-10382,0,CLEAN
CA-000507,2024-05-16,VH-10382,LBQ5945,83895,84069,2023-07-13,raw.fleet_condition_assessment_raw,CA-000507,CA-000507,83895,84069,2026-05-29 14:00:10,577095DNED39EJYMD,VH-10382,0,CLEAN
CA-000619,2024-12-08,VH-10382,LBQ5945,82637,97189,2024-05-04,raw.fleet_condition_assessment_raw,CA-000619,CA-000619,82637,97189,2026-05-29 14:00:10,577095DNED39EJYMD,VH-10382,0,CLEAN
CA-001389,2026-02-21,VH-10108,HRQ9850,63818,85614,2026-02-14,raw.fleet_condition_assessment_raw,CA-001389,CA-001389,63818,85614,2026-05-29 14:00:10,WM1TKR9NL5BAU6J81,VH-10108,0,CLEAN
CA-000509,2025-11-01,VH-10108,HRQ9850,73355,73262,2025-02-14,raw.fleet_condition_assessment_raw,CA-000509,CA-000509,73355,73262,2026-05-29 14:00:10,WM1TKR9NL5BAU6J81,VH-10108,0,CLEAN
CA-000674,2025-09-14,VH-10108,HRQ9850,64661,64727,2025-06-04,raw.fleet_condition_assessment_raw,CA-000674,CA-000674,64661,64727,2026-05-29 14:00:10,WM1TKR9NL5BAU6J81,VH-10108,0,CLEAN
CA-000772,2025-10-15,VH-10004,KRZ0273,121178,121201,2025-02-28,raw.fleet_condition_assessment_raw,CA-000772,CA-000772,121178,121201,2026-05-29 14:00:10,TVEPW3V8DZJ9KFAPK,VH-10004,0,CLEAN
CA-001311,2024-08-25,VH-10004,KRZ0273,130231,138862,2023-11-12,raw.fleet_condition_assessment_raw,CA-001311,CA-001311,130231,138862,2026-05-29 14:00:10,TVEPW3V8DZJ9KFAPK,VH-10004,0,CLEAN
CA-001151,2026-01-26,VH-10004,KRZ0273,125857,141598,2026-01-09,raw.fleet_condition_assessment_raw,CA-001151,CA-001151,125857,141598,2026-05-29 14:00:10,TVEPW3V8DZJ9KFAPK,VH-10004,0,CLEAN
CA-001397,2024-06-03,VH-10004,KRZ0273,120357,134262,2023-12-13,raw.fleet_condition_assessment_raw,CA-001397,CA-001397,120357,134262,2026-05-29 14:00:10,TVEPW3V8DZJ9KFAPK,VH-10004,0,CLEAN
CA-000960,2024-05-04,VH-10004,KRZ0273,129175,129474,2024-02-10,raw.fleet_condition_assessment_raw,CA-000960,CA-000960,129175,129474,2026-05-29 14:00:10,TVEPW3V8DZJ9KFAPK,VH-10004,0,CLEAN
CA-000426,06/18/2024,VH-10004,KRZ0273,123591,138563,2023-08-09,raw.fleet_condition_assessment_raw,CA-000426,CA-000426,123591,138563,2026-05-29 14:00:10,TVEPW3V8DZJ9KFAPK,VH-10004,0,CLEAN
CA-001142,2024-05-14,VH-10148,WWZ4336,30352,30300,2023-08-15,raw.fleet_condition_assessment_raw,CA-001142,CA-001142,30352,30300,2026-05-29 14:00:10,J0M85U1Z0LH3N1L8W,VH-10148,0,CLEAN
CA-001125,2025-05-12,VH-10148,WWZ4336,22602,22634,2024-04-18,raw.fleet_condition_assessment_raw,CA-001125,CA-001125,22602,22634,2026-05-29 14:00:10,J0M85U1Z0LH3N1L8W,VH-10148,0,CLEAN
CA-001381,2024-11-21,VH-10148,WWZ4336,25538,44871,2024-03-27,raw.fleet_condition_assessment_raw,CA-001381,CA-001381,25538,44871,2026-05-29 14:00:10,J0M85U1Z0LH3N1L8W,VH-10148,0,CLEAN
CA-000746,2025-08-13,VH-10148,WWZ4336,23200,23067,2024-09-03,raw.fleet_condition_assessment_raw,CA-000746,CA-000746,23200,23067,2026-05-29 14:00:10,J0M85U1Z0LH3N1L8W,VH-10148,0,CLEAN
CA-001377,04/24/2026,VH-10148,WWZ4336,24573,24424,2025-03-21,raw.fleet_condition_assessment_raw,CA-001377,CA-001377,24573,24424,2026-05-29 14:00:10,J0M85U1Z0LH3N1L8W,VH-10148,0,CLEAN
CA-000760,2024-10-23,VH-10404,FUA3249,23148,23412,2024-05-06,raw.fleet_condition_assessment_raw,CA-000760,CA-000760,23148,23412,2026-05-29 14:00:10,HLKWU395S8L6FV8TH,VH-10404,0,CLEAN
CA-000005,2024-05-17,VH-10404,FUA3249,32592,40153,2024-04-17,raw.fleet_condition_assessment_raw,CA-000005,CA-000005,32592,40153,2026-05-29 14:00:10,HLKWU395S8L6FV8TH,VH-10404,0,CLEAN
CA-001470,2025-02-10,VH-10404,FUA3249,29353,29249,2023-12-19,raw.fleet_condition_assessment_raw,CA-001470,CA-001470,29353,29249,2026-05-29 14:00:10,HLKWU395S8L6FV8TH,VH-10404,0,CLEAN
CA-000728,2026-04-24,VH-10349,PCD4978,61627,85783,2026-04-21,raw.fleet_condition_assessment_raw,CA-000728,CA-000728,61627,85783,2026-05-29 14:00:10,BEGWWE1E7FLXBL20C,VH-10349,0,CLEAN
CA-000898,2025-10-05,VH-10264,IUB5476,69007,86368,09/16/2025,raw.fleet_condition_assessment_raw,CA-000898,CA-000898,69007,86368,2026-05-29 14:00:10,STWZPR3D8TD28R340,VH-10264,0,CLEAN
CA-000595,2024-05-18,VH-10264,IUB5476,69049,69078,2023-04-08,raw.fleet_condition_assessment_raw,CA-000595,CA-000595,69049,69078,2026-05-29 14:00:10,STWZPR3D8TD28R340,VH-10264,0,CLEAN
CA-000055,2024-02-22,VH-10264,IUB5476,74113,87982,2023-11-04,raw.fleet_condition_assessment_raw,CA-000055,CA-000055,74113,87982,2026-05-29 14:00:10,STWZPR3D8TD28R340,VH-10264,0,CLEAN
CA-000742,2025-07-19,VH-10264,IUB5476,75357,95071,02/05/2025,raw.fleet_condition_assessment_raw,CA-000742,CA-000742,75357,95071,2026-05-29 14:00:10,STWZPR3D8TD28R340,VH-10264,0,CLEAN
CA-001443,2024-07-05,VH-10264,IUB5476,73140,73173,2024-04-15,raw.fleet_condition_assessment_raw,CA-001443,CA-001443,73140,73173,2026-05-29 14:00:10,STWZPR3D8TD28R340,VH-10264,0,CLEAN
CA-000889,2024-01-06,VH-10264,IUB5476,70630,85852,2023-12-30,raw.fleet_condition_assessment_raw,CA-000889,CA-000889,70630,85852,2026-05-29 14:00:10,STWZPR3D8TD28R340,VH-10264,0,CLEAN
CA-000846,2025-08-07,VH-10375,VPX3879,180417,201849,2024-07-31,raw.fleet_condition_assessment_raw,CA-000846,CA-000846,180417,201849,2026-05-29 14:00:10,A4D7ST3B5AJ1UKHSX,VH-10375,0,CLEAN
CA-000712,2025-12-31,VH-10385,JGJ8528,129292,129530,2025-06-21,raw.fleet_condition_assessment_raw,CA-000712,CA-000712,129292,129530,2026-05-29 14:00:10,7EW29HXDH30ALLVFK,VH-10385,0,CLEAN
CA-000609,2025-11-03,VH-10385,JGJ8528,130010,150230,2024-09-19,raw.fleet_condition_assessment_raw,CA-000609,CA-000609,130010,150230,2026-05-29 14:00:10,7EW29HXDH30ALLVFK,VH-10385,0,CLEAN
CA-000991,2025-04-03,VH-10385,JGJ8528,134603,155877,2025-02-01,raw.fleet_condition_assessment_raw,CA-000991,CA-000991,134603,155877,2026-05-29 14:00:10,7EW29HXDH30ALLVFK,VH-10385,0,CLEAN
CA-000086,2024-06-13,VH-10385,JGJ8528,128838,128563,2024-01-30,raw.fleet_condition_assessment_raw,CA-000086,CA-000086,128838,128563,2026-05-29 14:00:10,7EW29HXDH30ALLVFK,VH-10385,0,CLEAN
CA-000183,2024-04-25,VH-10210,PFG0496,101293,109388,2024-04-15,raw.fleet_condition_assessment_raw,CA-000183,CA-000183,101293,109388,2026-05-29 14:00:10,K1S9F34YS7JHTSLZV,VH-10210,0,CLEAN
CA-000210,2025-11-03,VH-10273,NJE2207,49254,49454,2024-10-09,raw.fleet_condition_assessment_raw,CA-000210,CA-000210,49254,49454,2026-05-29 14:00:10,75Y0UC7TX8WGC0DMK,VH-10273,0,CLEAN
CA-001373,2026-02-02,VH-10273,NJE2207,57114,57155,2025-09-02,raw.fleet_condition_assessment_raw,CA-001373,CA-001373,57114,57155,2026-05-29 14:00:10,75Y0UC7TX8WGC0DMK,VH-10273,0,CLEAN
CA-001136,2026-01-20,VH-10273,NJE2207,49388,49661,2025-12-16,raw.fleet_condition_assessment_raw,CA-001136,CA-001136,49388,49661,2026-05-29 14:00:10,75Y0UC7TX8WGC0DMK,VH-10273,0,CLEAN
CA-000653,2025-07-06,VH-10261,LJQ9756,76411,93105,2025-07-02,raw.fleet_condition_assessment_raw,CA-000653,CA-000653,76411,93105,2026-05-29 14:00:10,"",VH-10261,0,CLEAN
CA-000178,2025-10-16,VH-10261,LJQ9756,81170,92727,2025-04-07,raw.fleet_condition_assessment_raw,CA-000178,CA-000178,81170,92727,2026-05-29 14:00:10,"",VH-10261,0,CLEAN
CA-001143,2025-07-22,VH-10261,LJQ9756,75153,75137,2024-08-14,raw.fleet_condition_assessment_raw,CA-001143,CA-001143,75153,75137,2026-05-29 14:00:10,"",VH-10261,0,CLEAN
CA-000907,2026-01-10,VH-10032,VQY6548,8848,31240,2025-05-31,raw.fleet_condition_assessment_raw,CA-000907,CA-000907,8848,31240,2026-05-29 14:00:10,MLP59DXCV03EZB1P5,VH-10032,0,CLEAN
CA-000375,2026-01-02,VH-10032,VQY6548,6338,6612,2025-11-17,raw.fleet_condition_assessment_raw,CA-000375,CA-000375,6338,6612,2026-05-29 14:00:10,MLP59DXCV03EZB1P5,VH-10032,0,CLEAN
CA-001266,2025-08-24,VH-10032,VQY6548,8298,8586,2024-11-07,raw.fleet_condition_assessment_raw,CA-001266,CA-001266,8298,8586,2026-05-29 14:00:10,MLP59DXCV03EZB1P5,VH-10032,0,CLEAN
CA-000952,2025-08-27,VH-10182,RYO2003,98100,98252,2025-07-22,raw.fleet_condition_assessment_raw,CA-000952,CA-000952,98100,98252,2026-05-29 14:00:10,BVLCGN763JYH55772,VH-10182,0,CLEAN
CA-000776,2025-05-02,VH-10182,RYO2003,100871,112485,2025-04-12,raw.fleet_condition_assessment_raw,CA-000776,CA-000776,100871,112485,2026-05-29 14:00:10,BVLCGN763JYH55772,VH-10182,0,CLEAN
